,,,,,,,,,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Performance,Performance,Expected,Expected,Expected,Expected,Expected,,-additional
140,Domingos Duarte,pt POR,DF,Granada,25,1995,26.3,1,7,2,28.6,0.27,0.08,0.14,0.50,8.2,0,0,0,1.3,1.3,0.19,-0.3,-0.3,Matches,93090f69
141,Óscar Duarte,cr CRC,DF,Levante,31,1989,22.9,1,6,3,50.0,0.26,0.13,0.17,0.33,7.5,0,0,0,1.1,1.1,0.19,-0.1,-0.1,Matches,aa0ac32d
142,Rubén Duarte,es ESP,DF,Alavés,24,1995,28.3,1,12,1,8.3,0.42,0.04,0.08,1.00,22.4,0,0,0,1.3,1.3,0.11,-0.3,-0.3,Matches,1fe0492d
143,Unai Dufur,es ESP,DF,Eibar,21,1999,0.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,c261b5dd
144,Hugo Duro,es ESP,FW,Real Madrid,20,1999,0.6,0,1,0,0.0,1.64,0.00,0.00,,1.4,0,0,0,0.1,0.1,0.14,-0.1,-0.1,Matches,37e103f8
145,Aritz Elustondo,es ESP,DF,Real Sociedad,26,1994,20.9,1,5,1,20.0,0.24,0.05,0.20,1.00,11.1,0,0,0,0.3,0.3,0.06,+0.7,+0.7,Matches,f7dc2ae5
146,Rodrigo Ely,br BRA,DF,Alavés,26,1993,5.2,1,3,2,66.7,0.58,0.38,0.33,0.50,7.9,0,0,0,0.2,0.2,0.07,+0.8,+0.8,Matches,fd47b4f2
147,Emerson,br BRA,DF,Betis,21,1999,33.2,1,11,2,18.2,0.33,0.06,0.09,0.50,17.0,0,0,0,1.2,1.2,0.11,-0.2,-0.2,Matches,df8b52a5
148,Youssef En-Nesyri,ma MAR,FW,Sevilla,23,1997,25.7,18,77,27,35.1,3.00,1.05,0.23,0.67,11.8,0,0,0,14.8,14.8,0.19,+3.2,+3.2,Matches,04e17fd5
149,Sergi Enrich,es ESP,FW,Eibar,30,1990,15.6,3,42,12,28.6,2.69,0.77,0.07,0.25,9.7,0,0,1,5.8,5.0,0.12,-2.8,-2.0,Matches,bb4b1242
150,Aarón Escandell,es ESP,GK,Granada,24,1995,5.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,67669ce7
151,Dani Escriche,es ESP,FWMF,Huesca,22,1998,9.5,1,10,1,10.0,1.05,0.11,0.10,1.00,13.4,0,0,0,1.4,1.4,0.14,-0.4,-0.4,Matches,5a36f180
152,Sergio Escudero,es ESP,DF,Sevilla,30,1989,6.3,1,6,1,16.7,0.96,0.16,0.17,1.00,20.6,1,0,0,0.2,0.2,0.03,+0.8,+0.8,Matches,b0616e3d
153,Alfonso Espino,uy URU,DF,Cádiz,28,1992,28.9,0,9,4,44.4,0.31,0.14,0.00,0.00,23.5,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches,db001fa9
154,Vicente Esquerdo,es ESP,MF,Valencia,21,1999,2.6,0,1,0,0.0,0.39,0.00,0.00,,28.0,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches,ced26057
155,Pervis Estupiñán,ec ECU,DF,Villarreal,22,1998,13.0,0,11,5,45.5,0.85,0.39,0.00,0.00,17.5,2,0,0,0.5,0.5,0.05,-0.5,-0.5,Matches,d38fdf53
156,Xabier Etxeita,es ESP,DF,Getafe,32,1987,9.8,0,4,0,0.0,0.41,0.00,0.00,,8.5,0,0,0,0.5,0.5,0.13,-0.5,-0.5,Matches,4a895384
157,Edu Expósito,es ESP,MF,Eibar,23,1996,27.3,0,41,9,22.0,1.50,0.33,0.00,0.00,22.8,0,0,2,3.3,1.8,0.04,-3.3,-1.8,Matches,283c7121
158,Jokin Ezkieta,es ESP,GK,Athletic Club,23,1996,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,0f7dbaf6
159,Fali,es ESP,DFMF,Cádiz,26,1993,29.3,0,11,2,18.2,0.38,0.07,0.00,0.00,11.8,1,0,0,0.7,0.7,0.07,-0.7,-0.7,Matches,72a84002
160,Ansu Fati,es ESP,FW,Barcelona,17,2002,4.8,4,14,7,50.0,2.92,1.46,0.29,0.57,15.6,0,0,0,1.8,1.8,0.13,+2.2,+2.2,Matches,0ba976e4
161,Nabil Fekir,fr FRA,MFFW,Betis,27,1993,29.1,5,84,23,27.4,2.88,0.79,0.05,0.17,21.2,9,1,3,7.5,5.2,0.06,-2.5,-1.2,Matches,bece776f
162,Felipe,br BRA,DF,Atlético Madrid,31,1989,22.9,0,11,2,18.2,0.48,0.09,0.00,0.00,9.2,0,0,0,0.9,0.9,0.08,-0.9,-0.9,Matches,51a3c4c8
163,João Félix,pt POR,FWMF,Atlético Madrid,20,1999,17.5,7,36,14,38.9,2.06,0.80,0.17,0.43,18.8,2,1,2,5.1,3.6,0.10,+1.9,+2.4,Matches,8aafd64f
164,Aitor Fernández,es ESP,GK,Levante,29,1991,29.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,a01c3d54
165,Álex Fernández,es ESP,MF,Cádiz,27,1992,21.6,4,8,2,25.0,0.37,0.09,0.25,1.00,18.9,0,2,2,3.2,1.7,0.21,+0.8,+0.3,Matches,aa677a35
166,Álvaro Fernández,es ESP,GK,Huesca,22,1998,22.0,0,1,0,0.0,0.05,0.00,0.00,,17.0,0,0,0,0.0,0.0,0.05,0.0,0.0,Matches,f127d782
167,Andrés Fernández,es ESP,GK,Huesca,33,1986,16.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,307fcd26
168,Augusto Fernández,ar ARG,MF,Cádiz,34,1986,4.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,78c40e94
169,Carlos Fernández,es ESP,FWMF,Real Sociedad,24,1996,4.3,1,7,4,57.1,1.62,0.92,0.14,0.25,13.6,0,0,0,1.1,1.1,0.16,-0.1,-0.1,Matches,e08647d6
170,Carlos Fernández,es ESP,FW,Sevilla,24,1996,1.6,0,2,1,50.0,1.26,0.63,0.00,0.00,8.4,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches,e08647d6
171,Joaquín Fernández,es ESP,DF,Valladolid,24,1996,23.0,1,10,4,40.0,0.43,0.17,0.10,0.25,7.7,0,0,0,1.3,1.3,0.13,-0.3,-0.3,Matches,b86a64b2
172,Fernando,br BRA,MF,Sevilla,33,1987,28.3,3,5,4,80.0,0.18,0.14,0.60,0.75,14.9,0,0,0,0.7,0.7,0.13,+2.3,+2.3,Matches,41f32541
173,David Ferreiro,es ESP,MFFW,Huesca,32,1988,28.1,2,28,13,46.4,1.00,0.46,0.07,0.15,19.7,1,0,0,1.9,1.9,0.07,+0.1,+0.1,Matches,8970907e
174,Facundo Ferreyra,ar ARG,FW,Celta Vigo,29,1991,3.3,1,7,2,28.6,2.10,0.60,0.14,0.50,11.2,0,0,0,1.4,1.4,0.21,-0.4,-0.4,Matches,b39a793e
175,Fidel,es ESP,MFDF,Elche,30,1989,26.6,6,16,7,43.8,0.60,0.26,0.25,0.57,21.0,3,2,3,4.1,1.9,0.12,+1.9,+2.1,Matches,eb82b6f1
176,Junior Firpo,es ESP,DF,Barcelona,23,1996,3.2,1,1,1,100.0,0.31,0.31,1.00,1.00,3.0,0,0,0,0.8,0.8,0.83,+0.2,+0.2,Matches,24f59bb2
177,Kingsley Fobi,gh GHA,DF,Granada,21,1998,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,954c26c9
178,Ramón Folch,es ESP,MF,Elche,30,1989,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,dc56efc9
179,José Fontán,es ESP,DF,Celta Vigo,20,2000,7.2,0,5,3,60.0,0.69,0.41,0.00,0.00,11.8,0,0,0,0.6,0.6,0.11,-0.6,-0.6,Matches,1827a42d
180,Dimitri Foulquier,fr FRA,DF,Granada,27,1993,29.6,0,7,4,57.1,0.24,0.14,0.00,0.00,15.7,0,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches,45e17712
181,Juan Foyth,ar ARG,DFMF,Villarreal,22,1998,13.0,0,1,0,0.0,0.08,0.00,0.00,,6.0,0,0,0,0.1,0.1,0.10,-0.1,-0.1,Matches,6c7762c3
182,Jorge de Frutos,es ESP,MFFW,Levante,23,1997,24.3,4,27,10,37.0,1.11,0.41,0.15,0.40,17.5,0,0,0,3.3,3.3,0.12,+0.7,+0.7,Matches,38ce1150
183,Ramiro Funes Mori,ar ARG,DF,Villarreal,29,1991,8.1,0,4,1,25.0,0.50,0.12,0.00,0.00,11.2,0,0,0,1.2,1.2,0.31,-1.2,-1.2,Matches,89cbc961
184,Javi Galán,es ESP,DF,Huesca,25,1994,34.1,1,7,1,14.3,0.21,0.03,0.14,1.00,24.0,0,0,0,0.2,0.2,0.03,+0.8,+0.8,Matches,a4b00319
185,Enric Gallego,es ESP,FW,Osasuna,33,1986,9.0,0,14,4,28.6,1.56,0.45,0.00,0.00,12.0,0,0,0,1.5,1.5,0.10,-1.5,-1.5,Matches,82e9b89d
186,Kévin Gameiro,fr FRA,FW,Valencia,33,1987,12.0,4,15,7,46.7,1.25,0.58,0.27,0.57,14.0,0,0,0,3.4,3.4,0.23,+0.6,+0.6,Matches,42276181
187,Aleix García,es ESP,MF,Eibar,23,1997,4.9,0,5,2,40.0,1.03,0.41,0.00,0.00,19.7,0,0,0,0.4,0.4,0.07,-0.4,-0.4,Matches,a10361d2
188,Borja García,es ESP,MFFW,Huesca,29,1990,12.4,1,14,2,14.3,1.13,0.16,0.07,0.50,18.6,0,0,0,1.3,1.3,0.09,-0.3,-0.3,Matches,e7f4603c
189,Dani García,es ESP,MF,Athletic Club,30,1990,21.3,0,7,1,14.3,0.33,0.05,0.00,0.00,19.1,0,0,0,0.4,0.4,0.06,-0.4,-0.4,Matches,240d3a0b
190,David García,es ESP,DF,Osasuna,26,1994,35.0,1,14,1,7.1,0.40,0.03,0.07,1.00,11.1,0,0,0,1.5,1.5,0.11,-0.5,-0.5,Matches,3e42f707
191,Manu García,es ESP,MF,Alavés,34,1986,12.5,0,11,2,18.2,0.88,0.16,0.00,0.00,17.2,0,0,0,0.7,0.7,0.07,-0.7,-0.7,Matches,05a4465d
192,Raúl García,es ESP,FWMF,Athletic Club,34,1986,19.4,5,44,12,27.3,2.27,0.62,0.07,0.25,17.3,0,2,3,6.4,4.1,0.09,-1.4,-1.1,Matches,b418dbd4
193,Raúl García,es ESP,DFMF,Valladolid,31,1989,5.6,1,3,3,100.0,0.54,0.54,0.33,0.33,18.8,1,0,0,0.1,0.1,0.04,+0.9,+0.9,Matches,1a317a1b
194,Rubén García,es ESP,MFFW,Osasuna,27,1993,30.2,3,30,7,23.3,0.99,0.23,0.07,0.29,22.9,2,1,1,3.4,2.7,0.09,-0.4,-0.7,Matches,5c96b017
195,Sergi García,es ESP,MF,Alavés,21,1999,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,a039d52e
196,Unai García,es ESP,DF,Osasuna,28,1992,13.8,0,4,0,0.0,0.29,0.00,0.00,,15.0,0,0,0,0.5,0.5,0.12,-0.5,-0.5,Matches,4a633cfe
197,Mario Gaspar,es ESP,DF,Villarreal,29,1990,20.6,0,15,4,26.7,0.73,0.19,0.00,0.00,18.9,0,0,0,0.8,0.8,0.05,-0.8,-0.8,Matches,fb5d47b3
198,Paulo Gazzaniga,ar ARG,GK,Elche,28,1992,8.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,63d17038
199,David Gil,es ESP,GK,Cádiz,26,1994,4.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,fea23125
200,Álvaro Giménez,es ESP,FWMF,Cádiz,29,1991,4.5,2,5,2,40.0,1.11,0.44,0.40,1.00,10.6,0,0,0,1.4,1.4,0.28,+0.6,+0.6,Matches,18017beb
201,Dani Gómez,es ESP,FW,Levante,22,1998,18.5,2,31,8,25.8,1.67,0.43,0.06,0.25,15.3,0,0,0,3.1,3.1,0.10,-1.1,-1.1,Matches,0e5ddc7c
202,Ibai Gómez,es ESP,MF,Athletic Club,30,1989,4.7,0,5,0,0.0,1.06,0.00,0.00,,21.7,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches,9d2a3d5f
203,Maxi Gómez,uy URU,FW,Valencia,23,1996,29.9,7,54,24,44.4,1.81,0.80,0.13,0.29,16.6,4,0,0,6.8,6.8,0.13,+0.2,+0.2,Matches,4c2e9442
204,Moi Gómez,es ESP,MFFW,Villarreal,26,1994,28.5,4,24,10,41.7,0.84,0.35,0.13,0.30,16.5,0,1,1,4.2,3.5,0.15,-0.2,-0.5,Matches,5a626448
205,Papu Gómez,ar ARG,MFFW,Sevilla,32,1988,10.2,3,18,10,55.6,1.77,0.98,0.17,0.30,21.7,0,0,0,1.2,1.2,0.07,+1.8,+1.8,Matches,6e4df551
206,Sergi Gómez,es ESP,DF,Sevilla,28,1992,8.0,0,1,0,0.0,0.13,0.00,0.00,,13.0,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches,bc6f5f06
207,Sergio Gómez,es ESP,MFFW,Huesca,19,2000,8.8,0,10,2,20.0,1.14,0.23,0.00,0.00,23.7,2,0,0,0.6,0.6,0.06,-0.6,-0.6,Matches,01e5f06e
208,Maxime Gonalons,fr FRA,MF,Granada,31,1989,16.4,0,3,1,33.3,0.18,0.06,0.00,0.00,9.2,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches,b8c1de25
209,Bruno González,es ESP,DF,Valladolid,30,1990,25.1,1,5,2,40.0,0.20,0.08,0.20,0.50,11.9,0,0,0,0.3,0.3,0.06,+0.7,+0.7,Matches,f11fe861
210,Diego González,es ESP,DF,Elche,25,1995,14.2,1,6,2,33.3,0.42,0.14,0.17,0.50,8.4,0,0,0,0.5,0.5,0.08,+0.5,+0.5,Matches,4ac7608e
211,Sergio González,es ESP,MFDF,Cádiz,23,1997,1.0,0,1,0,0.0,1.00,0.00,0.00,,7.6,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches,5dd16ace
212,Urko González,es ESP,MF,Real Sociedad,19,2001,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,c4f5eb61
213,Andoni Gorosabel,es ESP,DF,Real Sociedad,23,1996,26.5,0,9,2,22.2,0.34,0.08,0.00,0.00,21.0,0,0,0,0.6,0.6,0.08,-0.6,-0.6,Matches,6f5f82c0
214,Antoine Griezmann,fr FRA,FWMF,Barcelona,29,1991,28.9,13,68,30,44.1,2.35,1.04,0.18,0.40,14.5,0,1,2,13.9,12.4,0.18,-0.9,-0.4,Matches,df69b544
215,Andrés Guardado,mx MEX,MF,Betis,33,1986,14.6,1,11,5,45.5,0.75,0.34,0.09,0.20,23.2,0,0,0,0.4,0.4,0.03,+0.6,+0.6,Matches,ef322658
216,Sergi Guardiola,es ESP,FW,Valladolid,29,1991,19.9,1,34,8,23.5,1.70,0.40,0.00,0.00,16.9,1,1,2,5.0,3.5,0.10,-4.0,-3.5,Matches,32974271
217,Nemanja Gudelj,rs SRB,MFDF,Sevilla,28,1991,11.6,0,8,1,12.5,0.69,0.09,0.00,0.00,30.1,2,0,0,0.2,0.2,0.02,-0.2,-0.2,Matches,0076ab7f
218,Gonçalo Guedes,pt POR,MFFW,Valencia,23,1996,25.4,5,51,15,29.4,2.01,0.59,0.10,0.33,21.3,3,0,0,3.4,3.4,0.07,+1.6,+1.6,Matches,e6bc67d7
219,Ander Guevara,es ESP,MF,Real Sociedad,23,1997,23.1,1,9,2,22.2,0.39,0.09,0.11,0.50,21.1,0,0,0,0.5,0.5,0.06,+0.5,+0.5,Matches,8e48dc61
220,John Guidetti,se SWE,FWMF,Alavés,28,1992,2.3,1,5,1,20.0,2.16,0.43,0.20,1.00,14.4,0,0,0,1.1,1.1,0.22,-0.1,-0.1,Matches,99bebd12
221,Hugo Guillamón,es ESP,DF,Valencia,20,2000,22.1,1,8,1,12.5,0.36,0.05,0.13,1.00,10.6,0,0,0,0.5,0.5,0.06,+0.5,+0.5,Matches,f7c12fbf
222,Jon Guridi,es ESP,MF,Real Sociedad,25,1995,9.2,0,8,2,25.0,0.87,0.22,0.00,0.00,20.1,0,0,0,0.8,0.8,0.09,-0.8,-0.8,Matches,4c0a6a48
223,Raúl Guti,es ESP,MF,Elche,23,1996,31.8,3,27,6,22.2,0.85,0.19,0.11,0.50,21.4,0,0,0,1.5,1.5,0.06,+1.5,+1.5,Matches,0b2c8585
224,Marcos Mauro López Gutiérrez,ar ARG,DF,Cádiz,29,1991,20.3,2,6,4,66.7,0.30,0.20,0.33,0.50,7.7,0,0,0,1.5,1.5,0.25,+0.5,+0.5,Matches,b3b62f94
225,Miguel Gutiérrez,es ESP,DF,Real Madrid,19,2001,3.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,7e98cff1
226,Munir El Haddadi,ma MAR,FW,Sevilla,24,1995,9.4,4,32,13,40.6,3.41,1.38,0.13,0.31,17.3,1,0,0,3.5,3.5,0.11,+0.5,+0.5,Matches,8696bc90
227,Eden Hazard,be BEL,FWMF,Real Madrid,29,1991,5.9,3,10,5,50.0,1.69,0.85,0.30,0.60,15.0,0,0,0,1.6,1.6,0.16,+1.4,+1.4,Matches,a39bb753
228,Mario Hermoso,es ESP,DF,Atlético Madrid,25,1995,28.6,1,19,5,26.3,0.66,0.17,0.05,0.20,19.8,0,0,0,1.2,1.2,0.06,-0.2,-0.2,Matches,555f3a0b
229,Aridane Hernández,gq EQG,DF,Osasuna,31,1989,22.5,0,2,0,0.0,0.09,0.00,0.00,,9.5,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches,132ac341
230,Héctor Herrera,mx MEX,MF,Atlético Madrid,30,1990,7.6,0,7,1,14.3,0.92,0.13,0.00,0.00,18.9,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches,a8542814
231,Sergio Herrera,es ESP,GK,Osasuna,27,1993,32.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,a4995f48
232,Yangel Herrera,ve VEN,MF,Granada,22,1998,25.7,3,31,7,22.6,1.21,0.27,0.10,0.43,17.4,0,0,0,1.9,1.9,0.06,+1.1,+1.1,Matches,e778654a
233,Pablo Hervías,es ESP,DFMF,Valladolid,27,1993,13.4,0,14,7,50.0,1.05,0.52,0.00,0.00,27.2,6,0,0,0.5,0.5,0.03,-0.5,-0.5,Matches,ba5a9545
234,Jordan Holsgrove,sct SCO,MF,Celta Vigo,20,1999,1.6,0,1,0,0.0,0.62,0.00,0.00,,12.8,0,0,0,0.1,0.1,0.08,-0.1,-0.1,Matches,8a6daac3
235,Vicente Iborra,es ESP,MF,Villarreal,32,1988,10.3,0,3,0,0.0,0.29,0.00,0.00,,17.0,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches,ad1ffcfd
236,Oussama Idrissi,ma MAR,FWMF,Sevilla,24,1996,0.3,0,1,1,100.0,3.33,3.33,0.00,0.00,10.4,0,0,0,0.3,0.3,0.29,-0.3,-0.3,Matches,34caa4b3
237,Iglesias,es ESP,DFMF,Getafe,22,1998,6.7,0,4,1,25.0,0.60,0.15,0.00,0.00,33.2,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches,974322dc
238,Borja Iglesias,es ESP,FW,Betis,27,1993,15.7,11,34,10,29.4,2.17,0.64,0.18,0.60,16.8,0,5,5,7.7,3.9,0.12,+3.3,+2.1,Matches,75645f0e
239,Asier Illarramendi,es ESP,MF,Real Sociedad,30,1990,3.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,5ce0b5ba
240,Pablo Insua,es ESP,DF,Huesca,26,1993,17.6,0,4,0,0.0,0.23,0.00,0.00,,13.8,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches,4b5e7e90
241,Takashi Inui,jp JPN,MFFW,Eibar,32,1988,20.2,1,37,17,45.9,1.83,0.84,0.03,0.06,20.2,0,0,0,2.4,2.4,0.06,-1.4,-1.4,Matches,61bd33d0
242,Alexander Isak,se SWE,FW,Real Sociedad,20,1999,26.0,17,78,39,50.0,3.00,1.50,0.22,0.44,12.9,5,0,1,15.5,14.7,0.19,+1.5,+2.3,Matches,8e92be30
243,Isco,es ESP,MFFW,Real Madrid,28,1992,10.1,0,21,3,14.3,2.08,0.30,0.00,0.00,18.2,1,0,0,1.8,1.8,0.09,-1.8,-1.8,Matches,a0b4bb3e
244,Jairo Izquierdo,es ESP,MFDF,Cádiz,26,1993,14.2,1,10,3,30.0,0.70,0.21,0.10,0.33,20.8,0,0,0,0.8,0.8,0.08,+0.2,+0.2,Matches,2ceb58ab
245,Saidy Janko,gm GAM,DF,Valladolid,24,1995,13.6,0,3,1,33.3,0.22,0.07,0.00,0.00,17.1,0,0,0,0.4,0.4,0.13,-0.4,-0.4,Matches,689c9cf4
246,Adnan Januzaj,be BEL,FWMF,Real Sociedad,25,1995,11.3,4,29,9,31.0,2.57,0.80,0.03,0.11,21.9,4,3,3,5.1,2.8,0.10,-1.1,-1.8,Matches,4737cebe
247,Jason,es ESP,MFDF,Valencia,26,1994,4.9,0,5,0,0.0,1.02,0.00,0.00,,20.8,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches,9038c2a1
248,Luis Javier Suárez,co COL,FWMF,Granada,22,1997,18.5,5,48,16,33.3,2.59,0.86,0.10,0.31,16.7,0,0,0,6.7,6.7,0.14,-1.7,-1.7,Matches,eeba07f8
249,Joaquín,es ESP,FWMF,Betis,39,1981,14.3,2,12,6,50.0,0.84,0.42,0.17,0.33,15.5,0,0,0,1.0,1.0,0.08,+1.0,+1.0,Matches,4c5b14d2
250,John Joe,ie IRL,MFDF,Getafe,16,2003,0.7,0,2,0,0.0,2.77,0.00,0.00,,17.0,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches,fd01216a
251,Frenkie de Jong,nl NED,MFDF,Barcelona,23,1997,35.0,3,17,6,35.3,0.49,0.17,0.18,0.50,10.7,0,0,0,5.5,5.5,0.36,-2.5,-2.5,Matches,1bacc518
252,Luuk de Jong,nl NED,FW,Sevilla,29,1990,14.1,4,32,11,34.4,2.27,0.78,0.13,0.36,9.6,0,0,0,3.8,3.8,0.12,+0.2,+0.2,Matches,abb3bb95
253,Jens Jønsson,dk DEN,MF,Cádiz,27,1993,29.1,0,15,2,13.3,0.52,0.07,0.00,0.00,19.0,0,0,0,0.8,0.8,0.05,-0.8,-0.8,Matches,53520a67
254,Jony,es ESP,MFFW,Osasuna,29,1991,9.7,0,11,4,36.4,1.14,0.41,0.00,0.00,19.0,0,0,0,0.7,0.7,0.06,-0.7,-0.7,Matches,244f57b9
255,Joan Jordán,es ESP,MF,Sevilla,26,1994,26.7,1,23,4,17.4,0.86,0.15,0.04,0.25,22.7,5,0,0,1.5,1.5,0.06,-0.5,-0.5,Matches,2a0c8ba4
256,Josan,es ESP,MFDF,Elche,30,1989,21.4,4,15,8,53.3,0.70,0.37,0.27,0.50,15.9,0,0,0,1.7,1.7,0.11,+2.3,+2.3,Matches,5b28b2f6
257,Willian José,br BRA,FW,Real Sociedad,28,1991,7.7,3,13,8,61.5,1.70,1.04,0.23,0.38,10.9,0,0,1,4.3,3.5,0.27,-1.3,-0.5,Matches,d87e2cae
258,Joselu,es ESP,FW,Alavés,30,1990,33.6,11,89,30,33.7,2.65,0.89,0.10,0.30,15.4,3,2,4,13.7,10.6,0.12,-2.7,-1.6,Matches,6265208f
259,Josema,es ESP,DF,Elche,24,1996,21.8,0,6,0,0.0,0.27,0.00,0.00,,16.0,0,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches,ed3f5f4c
260,Jota,pt POR,MFFW,Valladolid,21,1999,7.4,1,12,6,50.0,1.62,0.81,0.08,0.17,19.0,0,0,0,1.1,1.1,0.09,-0.1,-0.1,Matches,2b65fe46
261,Jota,es ESP,MF,Alavés,29,1991,15.5,0,16,2,12.5,1.03,0.13,0.00,0.00,18.8,0,0,0,0.9,0.9,0.06,-0.9,-0.9,Matches,9f351459
262,Luka Jović,rs SRB,FWMF,Real Madrid,22,1997,1.7,0,6,1,16.7,3.62,0.60,0.00,0.00,11.2,0,0,0,1.1,1.1,0.19,-1.1,-1.1,Matches,4d8cd038
263,Juanmi,es ESP,FWMF,Betis,27,1993,6.7,2,14,5,35.7,2.09,0.75,0.14,0.40,10.9,0,0,0,3.0,3.0,0.21,-1.0,-1.0,Matches,84399660
264,Vinicius Júnior,br BRA,FW,Real Madrid,20,2000,21.9,3,42,13,31.0,1.92,0.59,0.07,0.23,13.9,0,0,0,6.5,6.5,0.16,-3.5,-3.5,Matches,7111d552
265,Damian Kądzior,pl POL,FWMF,Eibar,28,1992,2.2,0,5,1,20.0,2.31,0.46,0.00,0.00,21.5,1,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches,bb6c6331
266,Lee Kangin,kr KOR,FWMF,Valencia,19,2001,14.0,0,25,7,28.0,1.78,0.50,0.00,0.00,22.0,5,0,0,1.2,1.2,0.05,-1.2,-1.2,Matches,8455ad90
267,Stephane Keller,cm CMR,DF,Alavés,18,2001,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,89d1e9fa
268,Kenedy,br BRA,FWMF,Granada,24,1996,16.3,4,36,12,33.3,2.20,0.73,0.11,0.33,26.2,7,0,0,2.1,2.1,0.06,+1.9,+1.9,Matches,5eebbfdf
269,Kike,es ESP,FW,Eibar,30,1989,34.3,12,88,34,38.6,2.57,0.99,0.14,0.35,12.9,1,0,0,10.4,10.4,0.12,+1.6,+1.6,Matches,e897d8ba
270,Giorgi Kochorashvili,ge GEO,MF,Levante,21,1999,0.3,0,1,0,0.0,3.91,0.00,0.00,,32.0,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches,3da1b6ed
271,Kenan Kodro,ba BIH,FWMF,Athletic Club,26,1993,0.5,1,1,1,100.0,2.05,2.05,0.00,0.00,37.6,0,1,1,0.8,0.0,0.02,+0.2,0.0,Matches,e82d2807
272,Kenan Kodro,ba BIH,FWMF,Valladolid,26,1993,5.1,0,7,1,14.3,1.37,0.20,0.00,0.00,9.1,0,0,0,1.1,1.1,0.16,-1.1,-1.1,Matches,e82d2807
273,Koba Koindredi,fr FRA,MF,Valencia,18,2001,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,3a58d075
274,Koke,es ESP,MF,Atlético Madrid,28,1992,33.6,1,17,7,41.2,0.51,0.21,0.06,0.14,20.0,0,0,0,1.9,1.9,0.11,-0.9,-0.9,Matches,55126f3b
275,Geoffrey Kondogbia,cf CTA,MF,Valencia,27,1993,4.9,0,4,2,50.0,0.82,0.41,0.00,0.00,33.2,1,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches,cce181df
276,Geoffrey Kondogbia,cf CTA,MFFW,Atlético Madrid,27,1993,6.8,0,5,2,40.0,0.74,0.29,0.00,0.00,21.9,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches,cce181df
277,Youssouf Koné,ml MLI,DFFW,Elche,25,1995,0.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,e6eadfb8
278,Jules Koundé,fr FRA,DF,Sevilla,21,1998,33.1,2,21,6,28.6,0.64,0.18,0.10,0.33,10.8,0,0,0,2.1,2.1,0.10,-0.1,-0.1,Matches,4d1666ff
