,,,,,,,,SCA,SCA,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,GCA,GCA,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,,-additional
170,Carlos Fernández,es ESP,FW,Sevilla,24,1996,1.6,5,3.15,3,0,0,2,0,0,0,0.00,0,0,0,0,0,0,Matches,e08647d6
171,Joaquín Fernández,es ESP,DF,Valladolid,24,1996,23.0,12,0.52,9,0,0,2,1,0,3,0.13,1,0,0,1,1,0,Matches,b86a64b2
172,Fernando,br BRA,MF,Sevilla,33,1987,28.3,36,1.27,33,1,1,0,0,1,10,0.35,9,0,1,0,0,0,Matches,41f32541
173,David Ferreiro,es ESP,MFFW,Huesca,32,1988,28.1,106,3.78,61,33,5,2,5,0,11,0.39,8,2,0,1,0,0,Matches,8970907e
174,Facundo Ferreyra,ar ARG,FW,Celta Vigo,29,1991,3.3,2,0.60,0,0,0,1,1,0,0,0.00,0,0,0,0,0,0,Matches,b39a793e
175,Fidel,es ESP,MFDF,Elche,30,1989,26.6,72,2.70,38,25,4,1,4,0,6,0.23,4,2,0,0,0,0,Matches,eb82b6f1
176,Junior Firpo,es ESP,DF,Barcelona,23,1996,3.2,8,2.49,6,0,0,0,1,1,1,0.31,1,0,0,0,0,0,Matches,24f59bb2
177,Kingsley Fobi,gh GHA,DF,Granada,21,1998,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,954c26c9
178,Ramón Folch,es ESP,MF,Elche,30,1989,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,dc56efc9
179,José Fontán,es ESP,DF,Celta Vigo,20,2000,7.2,4,0.55,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,1827a42d
180,Dimitri Foulquier,fr FRA,DF,Granada,27,1993,29.6,23,0.78,18,2,0,1,2,0,5,0.17,4,0,0,1,0,0,Matches,45e17712
181,Juan Foyth,ar ARG,DFMF,Villarreal,22,1998,13.0,11,0.85,10,0,0,0,1,0,1,0.08,1,0,0,0,0,0,Matches,6c7762c3
182,Jorge de Frutos,es ESP,MFFW,Levante,23,1997,24.3,73,3.01,49,7,4,1,7,5,16,0.66,10,1,1,0,2,2,Matches,38ce1150
183,Ramiro Funes Mori,ar ARG,DF,Villarreal,29,1991,8.1,3,0.37,3,0,0,0,0,0,1,0.12,1,0,0,0,0,0,Matches,89cbc961
184,Javi Galán,es ESP,DF,Huesca,25,1994,34.1,69,2.03,51,9,3,0,6,0,7,0.21,4,3,0,0,0,0,Matches,a4b00319
185,Enric Gallego,es ESP,FW,Osasuna,33,1986,9.0,16,1.79,13,0,0,1,2,0,3,0.33,2,0,0,1,0,0,Matches,82e9b89d
186,Kévin Gameiro,fr FRA,FW,Valencia,33,1987,12.0,14,1.17,10,0,0,2,2,0,2,0.17,2,0,0,0,0,0,Matches,42276181
187,Aleix García,es ESP,MF,Eibar,23,1997,4.9,12,2.47,7,5,0,0,0,0,1,0.21,0,1,0,0,0,0,Matches,a10361d2
188,Borja García,es ESP,MFFW,Huesca,29,1990,12.4,39,3.14,33,0,2,2,2,0,0,0.00,0,0,0,0,0,0,Matches,e7f4603c
189,Dani García,es ESP,MF,Athletic Club,30,1990,21.3,18,0.84,15,1,0,0,0,2,1,0.05,1,0,0,0,0,0,Matches,240d3a0b
190,David García,es ESP,DF,Osasuna,26,1994,35.0,8,0.23,7,0,0,0,0,1,1,0.03,0,0,0,0,0,1,Matches,3e42f707
191,Manu García,es ESP,MF,Alavés,34,1986,12.5,11,0.88,7,0,0,1,2,1,1,0.08,0,0,0,0,1,0,Matches,05a4465d
192,Raúl García,es ESP,FWMF,Athletic Club,34,1986,19.4,33,1.70,26,0,1,0,5,1,2,0.10,2,0,0,0,0,0,Matches,b418dbd4
193,Raúl García,es ESP,DFMF,Valladolid,31,1989,5.6,8,1.43,7,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,1a317a1b
194,Rubén García,es ESP,MFFW,Osasuna,27,1993,30.2,79,2.62,48,22,2,0,5,2,9,0.30,6,1,0,0,1,1,Matches,5c96b017
195,Sergi García,es ESP,MF,Alavés,21,1999,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,a039d52e
196,Unai García,es ESP,DF,Osasuna,28,1992,13.8,8,0.58,5,1,0,2,0,0,1,0.07,1,0,0,0,0,0,Matches,4a633cfe
197,Mario Gaspar,es ESP,DF,Villarreal,29,1990,20.6,31,1.51,25,0,1,1,2,2,4,0.19,3,0,0,0,1,0,Matches,fb5d47b3
198,Paulo Gazzaniga,ar ARG,GK,Elche,28,1992,8.0,4,0.50,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,63d17038
199,David Gil,es ESP,GK,Cádiz,26,1994,4.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,fea23125
200,Álvaro Giménez,es ESP,FWMF,Cádiz,29,1991,4.5,3,0.66,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,18017beb
201,Dani Gómez,es ESP,FW,Levante,22,1998,18.5,29,1.57,21,0,3,2,3,0,6,0.32,3,0,0,2,1,0,Matches,0e5ddc7c
202,Ibai Gómez,es ESP,MF,Athletic Club,30,1989,4.7,9,1.91,6,3,0,0,0,0,2,0.42,1,1,0,0,0,0,Matches,9d2a3d5f
203,Maxi Gómez,uy URU,FW,Valencia,23,1996,29.9,48,1.61,28,0,2,5,12,1,11,0.37,3,0,0,3,5,0,Matches,4c2e9442
204,Moi Gómez,es ESP,MFFW,Villarreal,26,1994,28.5,62,2.18,47,6,6,2,1,0,4,0.14,3,1,0,0,0,0,Matches,5a626448
205,Papu Gómez,ar ARG,MFFW,Sevilla,32,1988,10.2,37,3.64,22,5,4,0,5,1,2,0.20,1,0,0,0,1,0,Matches,6e4df551
206,Sergi Gómez,es ESP,DF,Sevilla,28,1992,8.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,bc6f5f06
207,Sergio Gómez,es ESP,MFFW,Huesca,19,2000,8.8,19,2.16,11,6,0,1,1,0,1,0.11,1,0,0,0,0,0,Matches,01e5f06e
208,Maxime Gonalons,fr FRA,MF,Granada,31,1989,16.4,21,1.28,16,0,1,1,2,1,2,0.12,2,0,0,0,0,0,Matches,b8c1de25
209,Bruno González,es ESP,DF,Valladolid,30,1990,25.1,4,0.16,3,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches,f11fe861
210,Diego González,es ESP,DF,Elche,25,1995,14.2,4,0.28,3,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches,4ac7608e
211,Sergio González,es ESP,MFDF,Cádiz,23,1997,1.0,1,1.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,5dd16ace
212,Urko González,es ESP,MF,Real Sociedad,19,2001,0.5,1,1.91,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,c4f5eb61
213,Andoni Gorosabel,es ESP,DF,Real Sociedad,23,1996,26.5,52,1.96,41,7,0,1,3,0,6,0.23,6,0,0,0,0,0,Matches,6f5f82c0
214,Antoine Griezmann,fr FRA,FWMF,Barcelona,29,1991,28.9,88,3.04,76,3,3,2,3,1,10,0.35,9,0,0,0,1,0,Matches,df69b544
215,Andrés Guardado,mx MEX,MF,Betis,33,1986,14.6,23,1.57,21,0,0,0,1,1,1,0.07,1,0,0,0,0,0,Matches,ef322658
216,Sergi Guardiola,es ESP,FW,Valladolid,29,1991,19.9,27,1.35,18,0,3,1,3,2,5,0.25,3,0,1,0,1,0,Matches,32974271
217,Nemanja Gudelj,rs SRB,MFDF,Sevilla,28,1991,11.6,7,0.61,6,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches,0076ab7f
218,Gonçalo Guedes,pt POR,MFFW,Valencia,23,1996,25.4,85,3.34,53,1,12,4,14,1,16,0.63,12,0,1,1,1,1,Matches,e6bc67d7
219,Ander Guevara,es ESP,MF,Real Sociedad,23,1997,23.1,28,1.21,26,0,1,1,0,0,3,0.13,2,0,0,1,0,0,Matches,8e48dc61
220,John Guidetti,se SWE,FWMF,Alavés,28,1992,2.3,5,2.16,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,99bebd12
221,Hugo Guillamón,es ESP,DF,Valencia,20,2000,22.1,5,0.23,3,0,0,1,0,1,1,0.05,1,0,0,0,0,0,Matches,f7c12fbf
222,Jon Guridi,es ESP,MF,Real Sociedad,25,1995,9.2,10,1.08,6,0,0,1,3,0,1,0.11,1,0,0,0,0,0,Matches,4c0a6a48
223,Raúl Guti,es ESP,MF,Elche,23,1996,31.8,26,0.82,19,0,2,1,3,1,4,0.13,1,0,0,1,2,0,Matches,0b2c8585
224,Marcos Mauro López Gutiérrez,ar ARG,DF,Cádiz,29,1991,20.3,4,0.20,3,0,0,1,0,0,1,0.05,0,0,0,1,0,0,Matches,b3b62f94
225,Miguel Gutiérrez,es ESP,DF,Real Madrid,19,2001,3.5,7,1.99,4,1,0,0,2,0,1,0.28,1,0,0,0,0,0,Matches,7e98cff1
226,Munir El Haddadi,ma MAR,FW,Sevilla,24,1995,9.4,25,2.66,15,3,3,1,3,0,3,0.32,3,0,0,0,0,0,Matches,8696bc90
227,Eden Hazard,be BEL,FWMF,Real Madrid,29,1991,5.9,19,3.21,12,1,4,0,2,0,3,0.51,2,0,1,0,0,0,Matches,a39bb753
228,Mario Hermoso,es ESP,DF,Atlético Madrid,25,1995,28.6,25,0.87,24,1,0,0,0,0,3,0.10,3,0,0,0,0,0,Matches,555f3a0b
229,Aridane Hernández,gq EQG,DF,Osasuna,31,1989,22.5,8,0.36,8,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,132ac341
230,Héctor Herrera,mx MEX,MF,Atlético Madrid,30,1990,7.6,17,2.24,12,2,1,2,0,0,3,0.40,1,1,0,1,0,0,Matches,a8542814
231,Sergio Herrera,es ESP,GK,Osasuna,27,1993,32.9,2,0.06,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,a4995f48
232,Yangel Herrera,ve VEN,MF,Granada,22,1998,25.7,35,1.36,28,0,0,3,3,1,3,0.12,1,0,0,0,1,1,Matches,e778654a
233,Pablo Hervías,es ESP,DFMF,Valladolid,27,1993,13.4,47,3.51,32,12,1,1,0,1,8,0.60,5,1,1,1,0,0,Matches,ba5a9545
234,Jordan Holsgrove,sct SCO,MF,Celta Vigo,20,1999,1.6,2,1.24,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,8a6daac3
235,Vicente Iborra,es ESP,MF,Villarreal,32,1988,10.3,10,0.97,9,0,0,0,0,1,1,0.10,1,0,0,0,0,0,Matches,ad1ffcfd
236,Oussama Idrissi,ma MAR,FWMF,Sevilla,24,1996,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,34caa4b3
237,Iglesias,es ESP,DFMF,Getafe,22,1998,6.7,10,1.49,4,2,2,0,1,1,2,0.30,1,0,0,0,0,1,Matches,974322dc
238,Borja Iglesias,es ESP,FW,Betis,27,1993,15.7,24,1.53,15,1,0,3,4,1,6,0.38,2,0,0,1,3,0,Matches,75645f0e
239,Asier Illarramendi,es ESP,MF,Real Sociedad,30,1990,3.7,5,1.34,4,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches,5ce0b5ba
240,Pablo Insua,es ESP,DF,Huesca,26,1993,17.6,8,0.45,8,0,0,0,0,0,1,0.06,1,0,0,0,0,0,Matches,4b5e7e90
241,Takashi Inui,jp JPN,MFFW,Eibar,32,1988,20.2,41,2.03,23,1,9,7,1,0,0,0.00,0,0,0,0,0,0,Matches,61bd33d0
242,Alexander Isak,se SWE,FW,Real Sociedad,20,1999,26.0,48,1.85,24,1,8,5,9,1,6,0.23,3,0,0,1,2,0,Matches,8e92be30
243,Isco,es ESP,MFFW,Real Madrid,28,1992,10.1,39,3.87,29,5,2,3,0,0,3,0.30,2,1,0,0,0,0,Matches,a0b4bb3e
244,Jairo Izquierdo,es ESP,MFDF,Cádiz,26,1993,14.2,14,0.99,10,2,0,0,1,1,0,0.00,0,0,0,0,0,0,Matches,2ceb58ab
245,Saidy Janko,gm GAM,DF,Valladolid,24,1995,13.6,15,1.11,15,0,0,0,0,0,2,0.15,2,0,0,0,0,0,Matches,689c9cf4
246,Adnan Januzaj,be BEL,FWMF,Real Sociedad,25,1995,11.3,55,4.88,33,11,5,1,5,0,10,0.89,6,2,0,0,2,0,Matches,4737cebe
247,Jason,es ESP,MFDF,Valencia,26,1994,4.9,10,2.04,9,0,1,0,0,0,1,0.20,1,0,0,0,0,0,Matches,9038c2a1
248,Luis Javier Suárez,co COL,FWMF,Granada,22,1997,18.5,42,2.27,22,0,7,4,6,3,8,0.43,3,0,1,2,1,1,Matches,eeba07f8
249,Joaquín,es ESP,FWMF,Betis,39,1981,14.3,47,3.28,35,9,1,1,1,0,8,0.56,6,2,0,0,0,0,Matches,4c5b14d2
250,John Joe,ie IRL,MFDF,Getafe,16,2003,0.7,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,fd01216a
251,Frenkie de Jong,nl NED,MFDF,Barcelona,23,1997,35.0,86,2.45,75,2,2,2,5,0,7,0.20,6,0,0,1,0,0,Matches,1bacc518
252,Luuk de Jong,nl NED,FW,Sevilla,29,1990,14.1,25,1.77,18,0,1,3,3,0,1,0.07,1,0,0,0,0,0,Matches,abb3bb95
253,Jens Jønsson,dk DEN,MF,Cádiz,27,1993,29.1,27,0.93,23,0,0,2,2,0,3,0.10,3,0,0,0,0,0,Matches,53520a67
254,Jony,es ESP,MFFW,Osasuna,29,1991,9.7,42,4.34,30,4,5,0,2,1,3,0.31,3,0,0,0,0,0,Matches,244f57b9
255,Joan Jordán,es ESP,MF,Sevilla,26,1994,26.7,73,2.73,58,11,2,1,0,1,8,0.30,7,1,0,0,0,0,Matches,2a0c8ba4
256,Josan,es ESP,MFDF,Elche,30,1989,21.4,30,1.40,19,7,1,0,2,1,3,0.14,2,0,0,0,0,1,Matches,5b28b2f6
257,Willian José,br BRA,FW,Real Sociedad,28,1991,7.7,12,1.57,8,0,0,3,1,0,1,0.13,0,0,0,1,0,0,Matches,d87e2cae
258,Joselu,es ESP,FW,Alavés,30,1990,33.6,58,1.73,37,0,5,6,7,3,7,0.21,3,0,1,0,1,2,Matches,6265208f
259,Josema,es ESP,DF,Elche,24,1996,21.8,14,0.64,9,4,0,1,0,0,1,0.05,0,1,0,0,0,0,Matches,ed3f5f4c
260,Jota,pt POR,MFFW,Valladolid,21,1999,7.4,13,1.75,8,0,1,2,1,1,2,0.27,1,0,0,0,0,1,Matches,2b65fe46
261,Jota,es ESP,MF,Alavés,29,1991,15.5,27,1.74,15,8,2,1,0,1,2,0.13,1,0,0,1,0,0,Matches,9f351459
262,Luka Jović,rs SRB,FWMF,Real Madrid,22,1997,1.7,4,2.42,2,0,0,1,1,0,0,0.00,0,0,0,0,0,0,Matches,4d8cd038
263,Juanmi,es ESP,FWMF,Betis,27,1993,6.7,7,1.04,7,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,84399660
264,Vinicius Júnior,br BRA,FW,Real Madrid,20,2000,21.9,70,3.20,51,0,9,4,5,1,9,0.41,4,0,1,2,2,0,Matches,7111d552
265,Damian Kądzior,pl POL,FWMF,Eibar,28,1992,2.2,1,0.46,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,bb6c6331
266,Lee Kangin,kr KOR,FWMF,Valencia,19,2001,14.0,48,3.42,38,3,5,2,0,0,5,0.36,4,1,0,0,0,0,Matches,8455ad90
267,Stephane Keller,cm CMR,DF,Alavés,18,2001,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,89d1e9fa
268,Kenedy,br BRA,FWMF,Granada,24,1996,16.3,35,2.14,15,6,7,2,3,2,5,0.31,2,1,1,0,0,1,Matches,5eebbfdf
269,Kike,es ESP,FW,Eibar,30,1989,34.3,67,1.95,39,0,7,6,14,1,6,0.17,2,0,3,0,0,1,Matches,e897d8ba
270,Giorgi Kochorashvili,ge GEO,MF,Levante,21,1999,0.3,1,3.91,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,3da1b6ed
271,Kenan Kodro,ba BIH,FWMF,Athletic Club,26,1993,0.5,2,4.09,0,0,0,1,1,0,2,4.09,0,0,0,1,1,0,Matches,e82d2807
272,Kenan Kodro,ba BIH,FWMF,Valladolid,26,1993,5.1,7,1.37,5,0,0,0,1,1,1,0.20,0,0,0,0,1,0,Matches,e82d2807
273,Koba Koindredi,fr FRA,MF,Valencia,18,2001,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,3a58d075
274,Koke,es ESP,MF,Atlético Madrid,28,1992,33.6,72,2.14,57,11,1,1,0,2,6,0.18,6,0,0,0,0,0,Matches,55126f3b
275,Geoffrey Kondogbia,cf CTA,MF,Valencia,27,1993,4.9,5,1.02,4,0,0,0,1,0,1,0.20,1,0,0,0,0,0,Matches,cce181df
276,Geoffrey Kondogbia,cf CTA,MFFW,Atlético Madrid,27,1993,6.8,10,1.47,9,0,0,0,1,0,1,0.15,1,0,0,0,0,0,Matches,cce181df
277,Youssouf Koné,ml MLI,DFFW,Elche,25,1995,0.8,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,e6eadfb8
278,Jules Koundé,fr FRA,DF,Sevilla,21,1998,33.1,28,0.85,26,0,1,1,0,0,3,0.09,3,0,0,0,0,0,Matches,4d1666ff
279,Toni Kroos,de GER,MF,Real Madrid,30,1990,23.5,107,4.55,53,44,1,3,3,3,13,0.55,6,4,0,1,0,2,Matches,6ce1f46f
280,Takefusa Kubo,jp JPN,MFFW,Getafe,19,2001,8.9,21,2.35,14,3,2,2,0,0,3,0.34,2,0,0,1,0,0,Matches,16aa3654
281,Takefusa Kubo,jp JPN,MFFW,Villarreal,19,2001,3.3,14,4.21,11,0,2,1,0,0,1,0.30,1,0,0,0,0,0,Matches,16aa3654
282,Kuki,es ESP,MF,Valladolid,22,1998,0.3,2,6.00,1,0,0,0,0,1,2,6.00,1,0,0,0,0,1,Matches,2b6dc4d7
283,Víctor Laguardia,es ESP,DF,Alavés,30,1989,29.2,12,0.41,9,1,0,1,0,1,2,0.07,2,0,0,0,0,0,Matches,b7c99b9b
284,Diego Lainez,mx MEX,FW,Betis,20,2000,9.6,27,2.82,21,2,3,0,1,0,6,0.63,3,1,1,0,1,0,Matches,bf12926c
285,Toni Lato,es ESP,DF,Valencia,22,1997,8.1,9,1.11,6,2,1,0,0,0,1,0.12,0,0,1,0,0,0,Matches,8e088e04
286,Lauti,uy URU,MFFW,Celta Vigo,19,2001,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,f934c5c9
287,Robin Le Normand,fr FRA,DF,Real Sociedad,23,1996,30.5,12,0.39,7,1,0,2,2,0,4,0.13,1,0,0,2,1,0,Matches,9a64e67e
288,Jeremías Ledesma,ar ARG,GK,Cádiz,27,1993,32.0,6,0.19,4,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,6c4776b1
289,Florian Lejeune,fr FRA,DF,Alavés,29,1991,33.5,17,0.51,12,2,0,2,0,1,3,0.09,1,0,0,2,0,0,Matches,6eaed4eb
290,Iñigo Lekue,es ESP,DF,Athletic Club,27,1993,7.2,14,1.96,10,2,2,0,0,0,0,0.00,0,0,0,0,0,0,Matches,59b7d823
291,Thomas Lemar,fr FRA,MFFW,Atlético Madrid,24,1995,15.2,36,2.37,21,12,1,0,2,0,8,0.53,5,2,0,0,1,0,Matches,4dbd0916
292,Clément Lenglet,fr FRA,DF,Barcelona,25,1995,27.5,26,0.95,25,0,0,0,0,1,5,0.18,5,0,0,0,0,0,Matches,4f28a6ff
293,Pedro León,es ESP,MFFW,Eibar,33,1986,10.4,26,2.50,11,9,3,2,1,0,2,0.19,1,1,0,0,0,0,Matches,d66b9872
294,Sergio León,es ESP,FW,Levante,31,1989,8.3,17,2.05,9,0,5,1,1,1,2,0.24,2,0,0,0,0,0,Matches,0a0cc13c
295,Diego Llorente,es ESP,DF,Real Sociedad,26,1993,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,bba30585
296,Marcos Llorente,es ESP,MFDF,Atlético Madrid,25,1995,32.8,75,2.28,57,1,4,3,7,3,15,0.46,11,0,0,0,2,2,Matches,02c15616
297,Renan Lodi,br BRA,DF,Atlético Madrid,22,1998,12.5,28,2.23,16,6,2,1,2,1,4,0.32,4,0,0,0,0,0,Matches,ed9f7cfe
298,Adrián López,es ESP,FWMF,Osasuna,32,1988,5.3,15,2.81,10,0,2,2,1,0,2,0.37,2,0,0,0,0,0,Matches,88a359d4
299,Javi López,es ESP,DFMF,Alavés,18,2002,2.8,3,1.09,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,e9ada8cf
300,Pedro López Muñoz,es ESP,DF,Huesca,36,1983,11.9,16,1.35,15,1,0,0,0,0,2,0.17,1,1,0,0,0,0,Matches,a60823a4
301,Roberto López,es ESP,MFFW,Real Sociedad,20,2000,5.6,19,3.39,10,5,0,4,0,0,1,0.18,0,1,0,0,0,0,Matches,2a8c9f98
302,Unai López,es ESP,MF,Athletic Club,24,1995,15.8,42,2.65,30,8,1,1,1,1,2,0.13,2,0,0,0,0,0,Matches,88050721
303,Anthony Lozano,hn HON,FWMF,Cádiz,27,1993,16.9,32,1.89,15,0,5,5,6,1,5,0.30,2,0,1,2,0,0,Matches,38699c72
304,Jeison Lucumí,co COL,FWMF,Elche,25,1995,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,8abefbcf
305,José Luis Gayà,es ESP,DF,Valencia,25,1995,31.6,63,1.99,58,1,2,1,1,0,11,0.35,10,0,1,0,0,0,Matches,b05e2dbd
306,José Luis Morales,es ESP,FWMF,Levante,33,1987,27.1,62,2.29,42,9,5,2,3,1,10,0.37,7,0,3,0,0,0,Matches,4a478107
307,Luisinho,pt POR,DF,Huesca,35,1985,2.0,2,1.01,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,a7f00c8c
308,Luismi,es ESP,MFDF,Elche,28,1992,1.9,1,0.54,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,c2cfbfc9
309,Darwin Machís,ve VEN,FWMF,Granada,27,1993,22.5,57,2.53,25,9,8,7,6,2,12,0.53,5,1,3,1,1,1,Matches,ed6ea4d9
310,Pablo Maffeo,es ESP,DF,Huesca,23,1997,21.8,45,2.06,32,2,7,1,1,2,7,0.32,6,0,0,0,0,1,Matches,5db04597
311,Abdallahi Mahmoud,mr MTN,MF,Alavés,20,2000,0.7,1,1.36,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,ab99e4a0
312,Nemanja Maksimović,rs SRB,MF,Getafe,25,1995,30.3,40,1.32,34,1,1,1,1,2,1,0.03,0,0,0,1,0,0,Matches,00b28772
313,Filip Malbašić,rs SRB,FWMF,Cádiz,27,1992,9.6,8,0.84,6,0,1,0,0,1,3,0.31,2,0,1,0,0,0,Matches,04981123
314,Hugo Mallo,es ESP,DF,Celta Vigo,29,1991,28.9,37,1.28,31,1,1,2,2,0,2,0.07,1,0,0,0,1,0,Matches,cb574619
315,Mickael Malsa,mq MTQ,MF,Levante,24,1995,26.0,29,1.12,23,0,0,2,1,3,1,0.04,0,0,0,0,0,1,Matches,bbc19252
316,Aïssa Mandi,dz ALG,DF,Betis,28,1991,26.6,8,0.30,7,0,0,1,0,0,1,0.04,0,0,0,1,0,0,Matches,fbd6378b
317,Eliaquim Mangala,fr FRA,DF,Valencia,29,1991,3.6,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,f520049f
318,Maranhão,br BRA,FW,Valladolid,23,1996,13.1,18,1.38,12,0,2,1,3,0,4,0.31,3,0,0,0,1,0,Matches,ae86d473
319,Marcelo,br BRA,DF,Real Madrid,32,1988,11.7,38,3.26,29,2,5,2,0,0,3,0.26,3,0,0,0,0,0,Matches,603116a7
320,Iván Marcone,ar ARG,MF,Elche,30,1990,29.4,22,0.75,20,2,0,0,0,0,1,0.03,1,0,0,0,0,0,Matches,b14f755d
321,Óscar de Marcos,es ESP,DFMF,Athletic Club,31,1989,16.9,20,1.18,20,0,0,0,0,0,4,0.24,4,0,0,0,0,0,Matches,9f323c71
322,José Mari,es ESP,MF,Cádiz,32,1987,16.1,13,0.81,10,0,1,0,1,1,1,0.06,1,0,0,0,0,0,Matches,6f4c734d
323,José María Giménez,uy URU,DF,Atlético Madrid,25,1995,19.6,6,0.31,6,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,f0da930c
324,Mariano,do DOM,FW,Real Madrid,26,1993,5.7,9,1.58,4,0,2,3,0,0,1,0.18,1,0,0,0,0,0,Matches,5c4dc0ff
325,Adrián Marín,es ESP,DFMF,Alavés,23,1997,1.0,2,1.94,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,b7f2edff
326,Adrián Marín,es ESP,DFFW,Granada,23,1997,3.0,5,1.67,4,1,0,0,0,0,2,0.67,2,0,0,0,0,0,Matches,b7f2edff
327,Roger Martí,es ESP,FW,Levante,29,1991,24.4,33,1.35,26,0,2,3,1,1,7,0.29,7,0,0,0,0,0,Matches,0ae4e09a
328,Aarón Martín,es ESP,DF,Celta Vigo,23,1997,17.1,13,0.76,10,0,0,1,1,1,3,0.18,3,0,0,0,0,0,Matches,2f3e911a
329,Álex Martín,es ESP,DF,Cádiz,22,1998,1.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,80153344
330,Iñigo Martínez,es ESP,DF,Athletic Club,29,1991,28.0,15,0.54,13,0,0,2,0,0,0,0.00,0,0,0,0,0,0,Matches,3fc45c73
331,Javi Martínez,es ESP,MFFW,Osasuna,20,1999,5.1,10,1.96,9,0,1,0,0,0,1,0.20,1,0,0,0,0,0,Matches,3672b352
332,Marvin,es ESP,DFFW,Real Madrid,20,2000,1.5,2,1.35,1,1,0,0,0,0,1,0.68,1,0,0,0,0,0,Matches,efaefda0
333,Jordi Masip,es ESP,GK,Valladolid,31,1989,25.0,3,0.12,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,8fae77ea
334,Jaime Mata,es ESP,FW,Getafe,31,1988,22.6,42,1.86,33,0,2,4,3,0,3,0.13,1,0,1,1,0,0,Matches,02319ad7
335,Borja Mayoral,es ESP,FW,Real Madrid,23,1997,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,64e8ed6d
336,Gonzalo Melero,es ESP,MFFW,Levante,26,1994,20.6,42,2.04,36,1,0,2,2,1,4,0.19,3,0,0,1,0,0,Matches,3902e91b
337,Brais Méndez,es ESP,MFFW,Celta Vigo,23,1997,29.7,57,1.92,42,2,2,4,5,2,15,0.51,8,0,1,3,2,1,Matches,c9e39d91
338,Édgar Méndez,es ESP,MFFW,Alavés,30,1990,23.2,36,1.55,25,0,3,1,5,2,2,0.09,1,0,0,0,1,0,Matches,aed746df
339,Eñaut Mendía,es ESP,FW,Eibar,21,1999,0.7,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,aa7da569
340,Ferland Mendy,fr FRA,DF,Real Madrid,25,1995,24.5,46,1.87,43,0,1,0,2,0,1,0.04,1,0,0,0,0,0,Matches,3cefcaef
341,Mikel Merino,es ESP,MF,Real Sociedad,24,1996,23.9,52,2.17,38,1,1,5,3,4,8,0.33,6,0,0,1,0,1,Matches,d080ed5e
