,,,,,,,,Tackles,Tackles,Tackles,Tackles,Tackles,Vs Dribbles,Vs Dribbles,Vs Dribbles,Vs Dribbles,Pressures,Pressures,Pressures,Pressures,Pressures,Pressures,Blocks,Blocks,Blocks,Blocks,,,,,,-additional
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Past,Press,Succ,%,Def 3rd,Mid 3rd,Att 3rd,Blocks,Sh,ShSv,Pass,Int,Tkl+Int,Clr,Err,Matches,-9999
481,Manuel Sánchez,es ESP,DF,Atlético Madrid,18,2000,3.6,14,6,2,7,5,6,12,50.0,6,69,19,27.5,27,27,15,4,0,0,4,2,16,6,0,Matches,ffacd3d5
482,Víctor Sánchez,es ESP,MFDF,Espanyol,31,1987,18.8,63,35,35,20,8,32,74,43.2,42,482,130,27.0,149,274,59,31,9,0,22,20,83,32,2,Matches,ad4d0985
483,Luca Sangalli,es ESP,MF,Real Sociedad,24,1995,4.1,1,1,0,0,1,1,9,11.1,8,59,17,28.8,11,30,18,1,0,0,1,1,2,0,0,Matches,7958dc65
484,Oier Sanjurjo,es ESP,MF,Osasuna,33,1986,25.8,69,41,31,30,8,24,56,42.9,32,510,164,32.2,138,304,68,50,8,0,42,17,86,71,1,Matches,466824fb
485,Ivan Šaponjić,rs SRB,DFFW,Atlético Madrid,21,1997,0.1,0,0,0,0,0,0,0,,0,2,1,50.0,0,1,1,0,0,0,0,0,0,0,0,Matches,d2aea9ac
486,Joan Sastre Vanrell,es ESP,DF,Mallorca,22,1997,15.1,25,17,22,1,2,14,38,36.8,24,182,42,23.1,108,51,23,16,1,0,15,17,42,39,1,Matches,f9acf8bf
487,Stefan Savić,me MNE,DF,Atlético Madrid,28,1991,22.0,16,8,12,3,1,6,15,40.0,9,95,41,43.2,56,39,0,26,11,0,15,9,25,136,0,Matches,f6ac68c1
488,Aleksandar Sedlar,rs SRB,DF,Mallorca,27,1991,9.0,16,8,11,4,1,6,14,42.9,8,87,25,28.7,65,22,0,24,11,0,13,10,26,36,0,Matches,a35134ae
489,Nélson Semedo,pt POR,DF,Barcelona,25,1993,23.3,54,37,28,18,8,17,35,48.6,18,295,84,28.5,114,127,54,42,4,0,38,21,75,31,0,Matches,d04b94db
490,Josep Señé,es ESP,MF,Mallorca,27,1991,1.7,3,1,2,0,1,3,5,60.0,2,40,12,30.0,17,16,7,2,0,0,2,0,3,2,0,Matches,8fc259d7
491,Salva Sevilla,es ESP,MF,Mallorca,35,1984,28.5,31,20,13,14,4,14,39,35.9,25,346,92,26.6,130,180,36,25,6,1,19,13,44,23,1,Matches,75bd85ea
492,Sidnei,br BRA,DF,Betis,29,1989,13.1,20,13,16,4,0,5,9,55.6,4,129,54,41.9,77,49,3,23,12,0,11,12,32,72,0,Matches,b14d0c5d
493,Jonathan Silva,ar ARG,DF,Leganés,25,1994,30.9,53,19,29,18,6,21,52,40.4,31,405,105,25.9,169,170,66,29,4,0,25,26,79,86,0,Matches,f2308b33
494,Rui Silva,pt POR,GK,Granada,25,1994,35.0,0,0,0,0,0,0,0,,0,3,1,33.3,3,0,0,0,0,0,0,0,0,4,1,Matches,ea83bfa6
495,Unai Simón,es ESP,GK,Athletic Club,22,1997,33.2,0,0,0,0,0,0,1,0.0,1,4,1,25.0,4,0,0,1,0,0,1,0,0,1,1,Matches,5dcf3e90
496,Dimitris Siovas,gr GRE,DF,Leganés,30,1988,21.3,40,25,24,14,2,13,29,44.8,16,194,74,38.1,114,68,12,31,3,0,28,25,65,129,0,Matches,92d38e6c
497,Pione Sisto,dk DEN,FWMF,Celta Vigo,24,1995,9.9,18,10,8,8,2,5,18,27.8,13,161,51,31.7,49,72,40,18,0,0,18,3,21,5,0,Matches,fd9c4805
498,Antonio Sivera,es ESP,GK,Alavés,22,1996,3.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches,9970da54
499,Fyodor Smolov,ru RUS,FW,Celta Vigo,29,1990,8.3,2,1,0,2,0,1,9,11.1,8,139,32,23.0,17,60,62,10,0,0,10,5,7,6,0,Matches,cbbfa2e7
500,Rafa Soares,pt POR,DF,Eibar,24,1995,4.8,5,2,4,0,1,1,11,9.1,10,55,16,29.1,19,24,12,7,0,0,7,2,7,11,0,Matches,062fc2e6
501,Rubén Sobrino,es ESP,FWMF,Valencia,27,1992,1.9,6,4,2,3,1,1,4,25.0,3,60,14,23.3,17,28,15,3,0,0,3,1,7,1,0,Matches,19b776e9
502,Roberto Soldado,es ESP,FW,Granada,34,1985,26.1,16,7,2,7,7,4,18,22.2,14,364,98,26.9,21,157,186,16,5,0,11,7,23,17,0,Matches,9d66fbe3
503,Carlos Soler,es ESP,MF,Valencia,22,1997,23.0,28,17,9,16,3,10,40,25.0,30,430,112,26.0,130,197,103,30,5,0,25,5,33,17,0,Matches,fed17f5a
504,Kévin Soni,cm CMR,FW,Espanyol,21,1998,0.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches,6435143e
505,David Soria,es ESP,GK,Getafe,26,1993,38.0,0,0,0,0,0,0,2,0.0,2,3,0,0.0,3,0,0,0,0,0,0,0,0,5,0,Matches,8f8c6934
506,Bruno Soriano,es ESP,MF,Villarreal,35,1984,2.9,5,4,1,3,1,2,2,100.0,0,40,10,25.0,20,17,3,7,0,0,7,1,6,6,0,Matches,09332647
507,Juan Soriano,es ESP,GK,Leganés,21,1997,11.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,1,0,Matches,5512b1a9
508,Damián Suárez,uy URU,DF,Getafe,31,1988,28.8,69,49,33,28,8,36,78,46.2,42,493,154,31.2,203,221,69,45,1,0,44,14,83,82,0,Matches,ba5004e1
509,Denis Suárez,es ESP,MFFW,Celta Vigo,25,1994,18.1,25,16,14,10,1,9,35,25.7,26,314,77,24.5,108,154,52,19,0,0,19,11,36,7,0,Matches,12c50af5
510,Luis Suárez,uy URU,FW,Barcelona,32,1987,22.2,3,2,0,2,1,0,8,0.0,8,191,48,25.1,9,88,94,13,1,0,12,1,4,6,0,Matches,a6154613
511,Ki Sung-yueng,kr KOR,MF,Mallorca,30,1989,0.1,0,0,0,0,0,0,0,,0,4,1,25.0,2,2,0,1,0,0,1,0,0,0,0,Matches,1d8c99b0
512,Suso,es ESP,FWMF,Sevilla,25,1993,8.7,7,2,4,2,1,5,15,33.3,10,83,26,31.3,26,48,9,4,0,0,4,1,8,2,0,Matches,4e219ad2
513,Tachi,es ESP,DF,Alavés,21,1997,2.6,2,1,2,0,0,1,4,25.0,3,24,6,25.0,17,6,1,9,4,0,5,2,4,16,0,Matches,8b625720
514,Rodrigo Tarín,es ESP,DF,Leganés,23,1996,10.6,11,7,8,2,1,8,15,53.3,7,72,25,34.7,52,15,5,10,2,0,8,1,12,87,0,Matches,a03c82b2
515,Álvaro Tejero,es ESP,DF,Eibar,23,1996,16.1,30,12,17,10,3,15,27,55.6,12,191,51,26.7,85,86,20,33,1,0,32,15,45,63,0,Matches,868ce848
516,Cristian Tello,es ESP,MFFW,Betis,27,1991,8.7,10,7,3,4,3,4,11,36.4,7,102,28,27.5,31,42,29,7,0,0,7,5,15,3,0,Matches,72a99e38
517,Marc-André ter Stegen,de GER,GK,Barcelona,27,1992,36.0,1,0,1,0,0,1,2,50.0,1,5,2,40.0,5,0,0,0,0,0,0,0,1,3,2,Matches,6f51e382
518,David Timor,es ESP,MFDF,Getafe,29,1989,10.5,11,6,4,7,0,3,13,23.1,10,138,38,27.5,32,89,17,10,3,0,7,7,18,44,0,Matches,174651c8
519,Jean-Clair Todibo,fr FRA,DF,Barcelona,19,1999,0.9,1,1,1,0,0,0,1,0.0,1,7,3,42.9,4,3,0,3,0,0,3,1,2,4,0,Matches,88f130ed
520,Karl Toko Ekambi,cm CMR,FW,Villarreal,26,1992,11.0,4,2,0,1,3,1,4,25.0,3,177,56,31.6,13,86,78,1,0,0,1,3,7,4,0,Matches,5ceba7fc
521,Raúl de Tomás,es ESP,FW,Espanyol,24,1994,11.9,7,5,3,4,0,1,10,10.0,9,200,44,22.0,20,109,71,11,1,0,10,6,13,5,0,Matches,02ef8778
522,Toño,es ESP,DF,Levante,29,1989,17.7,28,13,20,7,1,13,29,44.8,16,175,53,30.3,97,61,17,39,3,0,36,8,36,45,0,Matches,d4ef9ac5
523,Ferrán Torres,es ESP,MFFW,Valencia,19,2000,25.0,20,15,9,10,1,4,27,14.8,23,462,95,20.6,132,236,94,40,4,0,36,12,32,14,0,Matches,9e1035f8
524,Óliver Torres,es ESP,MFFW,Sevilla,24,1994,17.7,50,31,14,31,5,34,66,51.5,32,426,117,27.5,102,207,117,26,2,0,24,8,58,9,0,Matches,58a9a4d9
525,Pau Torres,es ESP,DF,Villarreal,22,1997,33.0,37,23,27,8,2,21,33,63.6,12,262,82,31.3,164,90,8,63,27,0,36,19,56,184,1,Matches,532e1e4f
526,Roberto Torres,es ESP,MFFW,Osasuna,30,1989,30.2,24,20,9,13,2,12,52,23.1,40,383,96,25.1,80,211,92,57,3,0,54,22,46,50,0,Matches,d733aa38
527,Aleksandar Trajkovski,mk MKD,MF,Mallorca,26,1992,3.7,3,2,2,1,0,0,7,0.0,7,61,14,23.0,19,28,14,5,0,0,5,1,4,0,0,Matches,84bba8b6
528,Manu Trigueros,es ESP,MF,Villarreal,27,1991,17.2,31,21,7,18,6,10,48,20.8,38,414,102,24.6,111,241,62,30,11,0,19,6,37,29,0,Matches,963829d0
529,Kieran Trippier,eng ENG,DF,Atlético Madrid,28,1990,22.0,49,28,26,20,3,27,61,44.3,34,240,73,30.4,95,109,36,47,7,0,40,12,61,53,0,Matches,21512407
530,Samuel Umtiti,fr FRA,DF,Barcelona,25,1993,10.5,15,9,5,9,1,5,10,50.0,5,95,41,43.2,35,57,3,3,1,0,2,13,28,47,0,Matches,3eed9821
531,Enes Ünal,tr TUR,FW,Valladolid,22,1997,26.0,20,12,6,11,3,3,20,15.0,17,470,99,21.1,42,249,179,24,6,0,18,6,26,13,0,Matches,f8eca1b6
532,Tomáš Vaclík,cz CZE,GK,Sevilla,30,1989,32.5,0,0,0,0,0,0,1,0.0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches,7b456af7
533,Álvaro Vadillo,es ESP,FWMF,Granada,24,1994,13.5,12,9,4,7,1,6,15,40.0,9,159,51,32.1,48,72,39,17,1,0,16,8,20,4,0,Matches,61b62b33
534,Germán Valera,es ESP,FW,Atlético Madrid,17,2002,0.0,0,0,0,0,0,0,0,,0,2,2,100.0,0,2,0,0,0,0,0,0,0,0,0,Matches,84f55b4a
535,Martin Valjent,sk SVK,DF,Mallorca,23,1995,35.4,34,21,20,13,1,13,24,54.2,11,208,62,29.8,122,80,6,80,29,0,51,19,53,173,1,Matches,f2c6ac01
536,Jesús Vallejo,es ESP,DF,Granada,22,1997,7.0,4,2,2,2,0,3,6,50.0,3,61,20,32.8,40,21,0,9,5,0,4,2,6,41,0,Matches,c2111b45
537,Manu Vallejo,es ESP,MFFW,Valencia,22,1997,4.6,6,2,0,4,2,3,8,37.5,5,122,27,22.1,33,64,25,5,0,0,5,0,6,3,0,Matches,0bc4e720
538,Federico Valverde,uy URU,MF,Real Madrid,21,1998,21.2,36,19,10,17,9,11,36,30.6,25,375,93,24.8,75,206,94,43,4,0,39,17,53,14,1,Matches,0959c2a2
539,Raphaël Varane,fr FRA,DF,Real Madrid,26,1993,31.4,33,23,24,9,0,8,24,33.3,16,223,87,39.0,119,98,6,57,17,0,40,14,47,152,0,Matches,9f8e9423
540,Matías Vargas,ar ARG,FWMF,Espanyol,22,1997,11.4,13,10,7,4,2,5,19,26.3,14,178,58,32.6,40,80,58,9,1,0,8,1,14,6,0,Matches,ce82f116
541,Franco Vázquez,ar ARG,MFFW,Sevilla,30,1989,12.2,31,19,17,12,2,11,37,29.7,26,255,66,25.9,69,143,43,16,2,0,14,6,37,8,0,Matches,467bae22
542,Kevin Vázquez,es ESP,DF,Celta Vigo,26,1993,14.7,30,15,19,6,5,13,30,43.3,17,233,66,28.3,121,82,30,33,1,0,32,23,53,42,0,Matches,ee923664
543,Lucas Vázquez,es ESP,MFFW,Real Madrid,28,1991,9.4,21,15,8,11,2,9,26,34.6,17,236,81,34.3,66,111,59,14,0,0,14,8,29,5,2,Matches,fd51b456
544,Koke Vegas,es ESP,GK,Levante,23,1995,2.0,0,0,0,0,0,0,1,0.0,1,1,0,0.0,1,0,0,0,0,0,0,0,0,0,0,Matches,bfb15d99
545,Unai Vencedor Paris,es ESP,MF,Athletic Club,18,2000,0.8,0,0,0,0,0,0,0,,0,9,2,22.2,1,8,0,0,0,0,0,1,1,0,0,Matches,4112ace5
546,Mikel Vesga,es ESP,MF,Athletic Club,26,1993,14.1,34,23,11,15,8,16,53,30.2,37,340,83,24.4,120,180,40,28,6,0,22,19,53,26,1,Matches,b0fce72c
547,Rúben Vezo,pt POR,DF,Levante,25,1994,29.0,51,26,39,10,2,17,38,44.7,21,194,64,33.0,117,73,4,51,31,0,20,28,79,189,2,Matches,c67cd65c
548,Fede Vico,es ESP,MFFW,Granada,25,1994,9.7,4,1,1,3,0,0,12,0.0,12,172,42,24.4,31,97,44,12,1,0,11,4,8,1,0,Matches,f681a8ef
549,Aleix Vidal,es ESP,MF,Alavés,29,1989,24.1,23,16,6,13,4,9,34,26.5,25,434,98,22.6,120,212,102,36,2,0,34,14,37,14,0,Matches,04965583
550,Arturo Vidal,cl CHI,MF,Barcelona,32,1987,18.6,61,38,22,30,9,15,49,30.6,34,495,152,30.7,136,236,123,33,6,0,27,10,71,13,0,Matches,67cdbc0e
551,Nacho Vidal,es ESP,DF,Osasuna,24,1995,25.9,53,28,29,18,6,21,39,53.8,18,272,85,31.3,110,115,47,59,4,0,55,18,71,105,1,Matches,3a9c4b7b
552,Dídac Vilà,es ESP,DF,Espanyol,30,1989,27.7,72,46,42,26,4,24,63,38.1,39,462,120,26.0,215,186,61,52,5,0,47,26,98,96,1,Matches,bad38a94
553,Toni Villa,es ESP,MF,Valladolid,24,1995,15.0,25,21,11,11,3,6,45,13.3,39,313,82,26.2,129,123,61,24,1,0,23,9,34,10,0,Matches,636eae97
554,Asier Villalibre,es ESP,FW,Athletic Club,21,1997,5.9,4,2,0,1,3,1,5,20.0,4,86,25,29.1,6,37,43,4,0,0,4,0,4,3,0,Matches,57be54ec
555,Iván Villar,es ESP,GK,Celta Vigo,22,1997,3.1,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches,cde52ef5
556,Juan Villar,es ESP,FW,Osasuna,31,1988,2.7,0,0,0,0,0,0,1,0.0,1,39,10,25.6,6,20,13,3,1,0,2,0,0,0,0,Matches,c33ee247
557,Vitolo,es ESP,MFFW,Atlético Madrid,29,1989,13.6,17,12,7,9,1,6,22,27.3,16,265,82,30.9,51,121,93,30,0,0,30,5,22,6,0,Matches,db750822
558,Šime Vrsaljko,hr CRO,DF,Atlético Madrid,27,1992,4.0,8,4,6,1,1,6,8,75.0,2,38,15,39.5,15,15,8,12,3,0,9,4,12,12,0,Matches,46a8347f
559,Nikola Vukčević,me MNE,MF,Levante,27,1991,17.4,39,24,12,22,5,11,38,28.9,27,290,66,22.8,80,172,38,25,6,0,19,12,51,20,0,Matches,4442fbcd
560,Moussa Wagué,sn SEN,DF,Barcelona,20,1998,1.0,3,3,1,1,1,2,3,66.7,1,8,3,37.5,3,3,2,0,0,0,0,0,3,2,0,Matches,808df563
561,Wakaso,gh GHA,MF,Alavés,29,1990,14.3,51,28,29,19,3,10,29,34.5,19,339,89,26.3,110,204,25,24,3,0,21,13,64,22,0,Matches,999908af
562,Daniel Wass,dk DEN,DFMF,Valencia,30,1989,30.4,50,32,29,15,6,23,53,43.4,30,370,93,25.1,180,133,57,54,5,0,49,23,73,110,1,Matches,d83bbc54
563,Iñaki Williams,es ESP,FW,Athletic Club,25,1994,32.7,17,13,2,5,10,8,20,40.0,12,404,116,28.7,32,163,209,14,2,0,12,4,21,30,0,Matches,6a99e0b1
564,Yoel,es ESP,GK,Eibar,30,1988,3.0,0,0,0,0,0,0,0,,0,2,0,0.0,2,0,0,1,0,0,1,0,0,0,0,Matches,61bb7498
565,Okay Yokuşlu,tr TUR,MF,Celta Vigo,25,1994,21.9,38,26,20,16,2,10,29,34.5,19,267,81,30.3,109,141,17,22,8,0,14,17,55,89,0,Matches,e49ce451
566,Joseba Zaldúa,es ESP,DF,Real Sociedad,27,1992,28.3,62,39,39,16,7,24,64,37.5,40,309,81,26.2,121,140,48,56,8,0,48,17,79,120,0,Matches,5ca20b7a
567,Andre-Frank Zambo Anguissa,cm CMR,MF,Villarreal,23,1995,28.7,79,45,27,45,7,25,82,30.5,57,592,156,26.4,150,354,88,49,7,0,42,28,107,58,0,Matches,6bb2c084
568,Igor Zubeldia,es ESP,MFDF,Real Sociedad,22,1997,29.3,57,37,26,25,6,11,30,36.7,19,371,108,29.1,149,197,25,58,25,1,33,16,73,102,0,Matches,5c7845f6
569,Martín Zubimendi,es ESP,MF,Real Sociedad,20,1999,5.8,18,13,8,10,0,7,16,43.8,9,140,44,31.4,45,86,9,8,0,0,8,8,26,7,0,Matches,3ee0dd59
570,David Zurutuza,es ESP,MF,Real Sociedad,33,1986,1.7,2,1,0,2,0,0,1,0.0,1,26,6,23.1,12,12,2,2,0,0,2,2,4,6,0,Matches,d9bda115
