,,,,,,,,SCA,SCA,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,GCA,GCA,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,,-additional
170,Ljubomir Fejsa,rs SRB,MF,Alavés,30,1988,8.7,3,0.34,2,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,874d7a32
171,Nabil Fekir,fr FRA,MFFW,Betis,26,1993,29.3,115,3.92,68,2,16,11,14,4,11,0.38,6,0,0,1,4,0,Matches,bece776f
172,Felipe,br BRA,DF,Atlético Madrid,30,1989,23.4,12,0.51,6,0,1,5,0,0,2,0.09,0,0,0,2,0,0,Matches,51a3c4c8
173,João Félix,pt POR,FWMF,Atlético Madrid,19,1999,19.4,50,2.58,30,2,4,6,8,0,4,0.21,1,1,1,0,1,0,Matches,8aafd64f
174,Matheus Fernandes,br BRA,MF,Valladolid,21,1998,1.8,1,0.54,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,f76fdcd2
175,Aitor Fernández,es ESP,GK,Levante,28,1991,36.0,4,0.11,3,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,a01c3d54
176,Andrés Fernández,es ESP,GK,Villarreal,32,1986,4.0,1,0.25,1,0,0,0,0,0,1,0.25,1,0,0,0,0,0,Matches,307fcd26
177,Carlos Fernández,es ESP,FWMF,Granada,23,1996,24.5,47,1.92,28,1,4,6,5,3,11,0.45,4,0,1,1,3,2,Matches,e08647d6
178,Gabriel Fernández,uy URU,FWMF,Celta Vigo,25,1994,6.2,4,0.64,3,0,1,0,0,0,1,0.16,1,0,0,0,0,0,Matches,36c5f77b
179,Joaquín Fernández,es ESP,MFDF,Valladolid,23,1996,18.4,14,0.76,12,1,0,0,1,0,2,0.11,1,0,0,0,1,0,Matches,b86a64b2
180,Fernando,br BRA,MF,Sevilla,32,1987,29.5,31,1.05,26,0,1,3,1,0,3,0.10,3,0,0,0,0,0,Matches,41f32541
181,Facundo Ferreyra,ar ARG,FW,Espanyol,28,1991,6.4,9,1.41,9,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,b39a793e
182,Junior Firpo,es ESP,DF,Barcelona,22,1996,11.3,15,1.33,14,0,1,0,0,0,3,0.27,2,0,1,0,0,0,Matches,24f59bb2
183,Alessandro Florenzi,it ITA,DF,Valencia,28,1991,8.4,7,0.84,7,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,e288d4b3
184,Hernâni Fortes,pt POR,MFFW,Levante,27,1991,7.3,22,3.03,14,1,5,0,2,0,0,0.00,0,0,0,0,0,0,Matches,2327c29e
185,Dimitri Foulquier,fr FRA,DF,Granada,26,1993,12.4,11,0.88,10,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches,45e17712
186,Jorge de Frutos,es ESP,MFDF,Valladolid,22,1997,0.7,1,1.53,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,38ce1150
187,Ramiro Funes Mori,ar ARG,DF,Villarreal,28,1991,5.0,4,0.79,3,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches,89cbc961
188,Enric Gallego,es ESP,FWMF,Getafe,32,1986,1.8,2,1.10,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,82e9b89d
189,Enric Gallego,es ESP,FW,Osasuna,32,1986,9.8,23,2.35,16,0,1,3,2,1,3,0.31,1,0,0,1,1,0,Matches,82e9b89d
190,Kévin Gameiro,fr FRA,FW,Valencia,32,1987,17.6,30,1.71,23,0,2,2,3,0,6,0.34,5,0,1,0,0,0,Matches,42276181
191,Fran Gámez,es ESP,DF,Mallorca,28,1991,19.6,24,1.22,19,2,1,1,1,0,1,0.05,1,0,0,0,0,0,Matches,2e3406ae
192,Ezequiel Garay,ar ARG,DF,Valencia,32,1986,16.0,4,0.25,4,0,0,0,0,0,1,0.06,1,0,0,0,0,0,Matches,ac3fb1be
193,Dani García,es ESP,MF,Athletic Club,29,1990,33.7,25,0.74,18,3,1,1,0,2,1,0.03,1,0,0,0,0,0,Matches,240d3a0b
194,David García,es ESP,DF,Osasuna,25,1994,31.0,17,0.55,14,2,0,0,0,1,2,0.06,1,0,0,0,0,1,Matches,3e42f707
195,Javi García,es ESP,MF,Betis,32,1987,4.2,1,0.24,0,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches,167c1bb0
196,Manu García,es ESP,MF,Alavés,33,1986,21.9,10,0.46,6,0,0,1,2,1,0,0.00,0,0,0,0,0,0,Matches,05a4465d
197,Raúl García,es ESP,DF,Getafe,30,1989,2.7,5,1.85,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,1a317a1b
198,Raúl García,es ESP,MFFW,Athletic Club,33,1986,31.9,45,1.41,31,1,0,2,9,2,4,0.13,1,1,0,0,2,0,Matches,b418dbd4
199,Raúl García,es ESP,DFMF,Valladolid,30,1989,11.2,17,1.51,11,2,1,2,0,1,3,0.27,1,0,0,2,0,0,Matches,1a317a1b
200,Rubén García,es ESP,MFFW,Osasuna,26,1993,24.3,98,4.03,51,35,4,6,2,0,7,0.29,5,1,1,0,0,0,Matches,5c96b017
201,Unai García,es ESP,DF,Osasuna,27,1992,6.0,2,0.34,1,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,4a633cfe
202,Víctor García,es ESP,FWMF,Valladolid,22,1997,1.0,4,4.09,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,6636496a
203,Manuel Garrido,es ESP,FW,Leganés,18,2000,1.3,3,2.35,2,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches,f814eccb
204,Mario Gaspar,es ESP,DF,Villarreal,28,1990,21.8,31,1.42,26,2,0,2,1,0,3,0.14,2,0,0,1,0,0,Matches,fb5d47b3
205,José Antonio Martínez Gil,es ESP,DF,Granada,26,1993,13.2,5,0.38,2,2,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches,8e049cbd
206,Ibai Gómez,es ESP,FW,Athletic Club,29,1989,7.7,25,3.24,8,13,3,1,0,0,2,0.26,1,0,0,1,0,0,Matches,9d2a3d5f
207,Maxi Gómez,uy URU,FW,Valencia,22,1996,23.8,33,1.39,24,0,0,2,4,3,3,0.13,3,0,0,0,0,0,Matches,4c2e9442
208,Moi Gómez,es ESP,FWMF,Villarreal,25,1994,25.8,60,2.33,46,2,3,5,4,0,10,0.39,6,0,1,1,2,0,Matches,5a626448
209,Sergi Gómez,es ESP,DF,Sevilla,27,1992,8.0,5,0.63,4,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches,bc6f5f06
210,Maxime Gonalons,fr FRA,MF,Granada,30,1989,16.7,14,0.84,12,1,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches,b8c1de25
211,Bruno González,es ESP,DF,Getafe,29,1990,2.0,1,0.50,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,f11fe861
212,Bruno González,es ESP,DF,Levante,29,1990,5.1,3,0.59,3,0,0,0,0,0,1,0.20,1,0,0,0,0,0,Matches,f11fe861
213,Édgar González,es ESP,MF,Betis,22,1997,7.6,3,0.40,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,49d028db
214,Gonzalo,es ESP,DF,Levante,22,1997,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,cca05da8
215,Andoni Gorosabel,es ESP,DF,Real Sociedad,22,1996,7.9,14,1.76,10,1,0,0,2,1,0,0.00,0,0,0,0,0,0,Matches,6f5f82c0
216,Esteban Granero,es ESP,MF,Espanyol,32,1987,5.3,18,3.42,7,6,1,3,1,0,0,0.00,0,0,0,0,0,0,Matches,1b17ed86
217,Antoine Griezmann,fr FRA,FW,Barcelona,28,1991,28.3,59,2.08,52,1,0,3,3,0,10,0.35,9,0,0,1,0,0,Matches,df69b544
218,Andrés Guardado,mx MEX,MF,Betis,32,1986,22.7,59,2.60,46,4,3,1,1,4,7,0.31,4,0,1,0,0,2,Matches,ef322658
219,Sergi Guardiola,es ESP,FW,Valladolid,28,1991,29.5,50,1.69,35,0,6,2,7,0,6,0.20,3,0,2,1,0,0,Matches,32974271
220,Nemanja Gudelj,rs SRB,MFDF,Sevilla,27,1991,13.5,12,0.89,11,0,0,0,1,0,1,0.07,1,0,0,0,0,0,Matches,0076ab7f
221,Gonçalo Guedes,pt POR,MFFW,Valencia,22,1996,14.1,45,3.20,28,0,10,0,7,0,6,0.43,4,0,2,0,0,0,Matches,e6bc67d7
222,Adrián Guerrero,es ESP,DF,Valencia,21,1998,1.4,2,1.43,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,58a3a572
223,Ander Guevara,es ESP,MF,Real Sociedad,22,1997,10.4,16,1.53,15,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,8e48dc61
224,John Guidetti,se SWE,FWDF,Alavés,27,1992,1.1,2,1.87,1,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches,99bebd12
225,Hugo Guillamón,es ESP,DF,Valencia,19,2000,5.5,1,0.18,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,f7c12fbf
226,Munir El Haddadi,ma MAR,FW,Sevilla,23,1995,13.9,40,2.88,26,3,3,3,5,0,4,0.29,3,0,0,0,1,0,Matches,8696bc90
227,Eden Hazard,be BEL,FWMF,Real Madrid,28,1991,12.0,49,4.09,39,0,4,0,5,1,8,0.67,5,0,0,0,3,0,Matches,a39bb753
228,Mario Hermoso,es ESP,DF,Atlético Madrid,24,1995,13.5,7,0.52,7,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,555f3a0b
229,Aridane Hernández,gq EQG,DF,Osasuna,30,1989,29.0,10,0.34,8,1,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches,132ac341
230,Javier Hernández,mx MEX,FW,Sevilla,31,1988,5.0,9,1.81,7,0,0,0,2,0,0,0.00,0,0,0,0,0,0,Matches,189cee7b
231,Juan Hernández,es ESP,FWMF,Celta Vigo,24,1994,1.0,4,4.14,2,0,2,0,0,0,0,0.00,0,0,0,0,0,0,Matches,1fc3c3d7
232,Héctor Herrera,mx MEX,MF,Atlético Madrid,29,1990,12.5,37,2.97,27,7,0,0,2,1,3,0.24,3,0,0,0,0,0,Matches,a8542814
233,Sergio Herrera,es ESP,GK,Osasuna,26,1993,18.4,5,0.27,3,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,a4995f48
234,Yangel Herrera,ve VEN,MF,Granada,21,1998,26.3,50,1.90,33,0,3,2,8,4,9,0.34,6,0,1,0,2,0,Matches,e778654a
235,Iago Herrerín,es ESP,GK,Athletic Club,31,1988,4.7,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,9109185e
236,Pablo Hervías,es ESP,MFFW,Valladolid,26,1993,11.3,29,2.57,12,8,3,2,4,0,2,0.18,0,0,0,0,2,0,Matches,ba5a9545
237,Robert Ibáñez,es ESP,MFFW,Osasuna,26,1993,6.0,12,2.01,7,0,2,1,2,0,1,0.17,1,0,0,0,0,0,Matches,c7429db3
238,Vicente Iborra,es ESP,MF,Villarreal,31,1988,29.4,25,0.85,21,2,0,1,1,0,3,0.10,2,0,0,0,1,0,Matches,ad1ffcfd
239,Borja Iglesias,es ESP,FW,Betis,26,1993,21.4,27,1.26,24,0,2,0,1,0,4,0.19,3,0,0,0,1,0,Matches,75645f0e
240,Asier Illarramendi,es ESP,MF,Real Sociedad,29,1990,2.4,2,0.83,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,5ce0b5ba
241,Takashi Inui,jp JPN,MFFW,Eibar,31,1988,21.8,45,2.07,35,0,5,2,3,0,4,0.18,3,0,0,0,1,0,Matches,61bd33d0
242,Alexander Isak,se SWE,FW,Real Sociedad,19,1999,16.7,33,1.97,23,0,4,2,3,1,5,0.30,1,0,1,2,0,1,Matches,8e92be30
243,Isco,es ESP,FWMF,Real Madrid,27,1992,13.1,43,3.28,34,1,1,3,3,1,7,0.53,3,1,0,1,2,0,Matches,a0b4bb3e
244,Ismael,es ESP,MF,Betis,18,2000,0.9,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,19cdceb0
245,Ander Iturraspe,es ESP,MF,Espanyol,30,1989,2.7,3,1.12,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,6dce77a5
246,Jacobo,es ESP,DFMF,Celta Vigo,22,1997,0.9,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,09e81276
247,Adnan Januzaj,be BEL,FWMF,Real Sociedad,24,1995,13.0,56,4.32,27,9,6,5,7,2,7,0.54,3,1,0,2,0,1,Matches,4737cebe
248,Jason,es ESP,MF,Getafe,25,1994,13.1,41,3.14,21,12,2,2,3,1,7,0.54,2,3,0,1,1,0,Matches,9038c2a1
249,Joaquín,es ESP,MFFW,Betis,38,1981,22.9,109,4.76,86,12,6,1,3,1,10,0.44,9,0,1,0,0,0,Matches,4c5b14d2
250,Frenkie de Jong,nl NED,MF,Barcelona,22,1997,23.5,52,2.21,47,0,1,0,2,2,9,0.38,8,0,0,0,1,0,Matches,1bacc518
251,Luuk de Jong,nl NED,FW,Sevilla,28,1990,22.9,35,1.53,26,0,2,5,1,1,5,0.22,1,0,1,2,1,0,Matches,abb3bb95
252,Joan Jordán,es ESP,MF,Sevilla,25,1994,25.0,71,2.83,45,13,5,3,5,0,7,0.28,5,1,0,0,1,0,Matches,2a0c8ba4
253,Willian José,br BRA,FW,Real Sociedad,27,1991,22.3,46,2.06,34,0,3,5,3,1,5,0.22,2,0,1,1,0,1,Matches,d87e2cae
254,Joselu,es ESP,FW,Alavés,29,1990,30.9,60,1.94,37,0,2,9,10,2,13,0.42,7,0,0,5,1,0,Matches,6265208f
255,Luka Jović,rs SRB,FW,Real Madrid,21,1997,4.8,7,1.47,5,0,0,2,0,0,2,0.42,2,0,0,0,0,0,Matches,4d8cd038
256,Juanmi,es ESP,FWMF,Betis,26,1993,2.9,3,1.02,2,0,0,0,0,1,1,0.34,0,0,0,0,0,1,Matches,84399660
257,David Juncà,es ESP,DF,Celta Vigo,25,1993,2.9,3,1.05,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,de7d40d6
258,Lago Junior,ci CIV,MFFW,Mallorca,28,1990,24.3,44,1.81,35,0,5,3,1,0,2,0.08,2,0,0,0,0,0,Matches,360d70f8
259,Vinicius Júnior,br BRA,FWMF,Real Madrid,19,2000,15.2,54,3.56,37,0,10,5,2,0,6,0.40,4,0,1,0,1,0,Matches,7111d552
260,Lee Kangin,kr KOR,MFFW,Valencia,18,2001,5.0,13,2.58,12,1,0,0,0,0,2,0.40,2,0,0,0,0,0,Matches,8455ad90
261,Wilfrid Kaptoum,cm CMR,MF,Betis,23,1996,2.2,2,0.93,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,d717630e
262,Kenedy,br BRA,MFDF,Getafe,23,1996,6.5,18,2.76,12,2,2,2,0,0,3,0.46,3,0,0,0,0,0,Matches,5eebbfdf
263,Kike,es ESP,FW,Eibar,29,1989,19.6,33,1.68,19,0,0,6,7,1,3,0.15,1,0,0,1,1,0,Matches,e897d8ba
264,Giorgi Kochorashvili,ge GEO,MF,Levante,20,1999,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,3da1b6ed
265,Kenan Kodro,ba BIH,FWMF,Athletic Club,25,1993,4.0,4,0.99,2,0,0,0,2,0,0,0.00,0,0,0,0,0,0,Matches,e82d2807
266,Koke,es ESP,MF,Atlético Madrid,27,1992,30.0,94,3.14,58,26,0,3,4,3,8,0.27,8,0,0,0,0,0,Matches,55126f3b
267,Geoffrey Kondogbia,cf CTA,MF,Valencia,26,1993,20.1,18,0.90,15,0,1,1,1,0,1,0.05,1,0,0,0,0,0,Matches,cce181df
268,Jules Koundé,fr FRA,DF,Sevilla,20,1998,25.7,14,0.55,10,1,2,1,0,0,3,0.12,2,0,0,1,0,0,Matches,4d1666ff
269,Leonardo Koutris,gr GRE,DF,Mallorca,24,1995,1.0,4,3.87,3,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,114b510e
270,İsmail Köybaşı,tr TUR,DFFW,Granada,30,1989,2.6,5,1.95,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,58640e66
271,Toni Kroos,de GER,MF,Real Madrid,29,1990,29.5,105,3.56,60,32,2,5,3,3,7,0.24,4,3,0,0,0,0,Matches,6ce1f46f
272,Takefusa Kubo,jp JPN,MFFW,Mallorca,18,2001,25.7,91,3.54,58,4,12,3,12,2,18,0.70,12,0,2,1,3,0,Matches,16aa3654
273,Víctor Laguardia,es ESP,DF,Alavés,29,1989,29.5,16,0.54,15,0,0,0,0,1,3,0.10,3,0,0,0,0,0,Matches,b7c99b9b
274,Diego Lainez,mx MEX,MFFW,Betis,19,2000,3.9,4,1.03,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,bf12926c
275,Larra,es ESP,FWMF,Athletic Club,21,1997,2.8,4,1.44,0,1,0,1,2,0,1,0.36,0,0,0,0,1,0,Matches,0d690336
276,Toni Lato,es ESP,DFMF,Osasuna,21,1997,5.2,7,1.34,7,0,0,0,0,0,1,0.19,1,0,0,0,0,0,Matches,8e088e04
277,Robin Le Normand,fr FRA,DF,Real Sociedad,22,1996,26.6,11,0.41,10,0,0,0,0,1,1,0.04,1,0,0,0,0,0,Matches,9a64e67e
278,Wu Lei,cn CHN,FWMF,Espanyol,27,1991,19.1,24,1.26,16,0,4,3,1,0,1,0.05,0,0,0,1,0,0,Matches,e3fabb0a
279,Iñigo Lekue,es ESP,FWDF,Athletic Club,26,1993,6.9,14,2.02,8,1,4,1,0,0,2,0.29,1,0,1,0,0,0,Matches,59b7d823
280,Thomas Lemar,fr FRA,MF,Atlético Madrid,23,1995,10.3,20,1.95,10,4,2,3,0,1,1,0.10,1,0,0,0,0,0,Matches,4dbd0916
281,Clément Lenglet,fr FRA,DF,Barcelona,24,1995,26.9,14,0.52,14,0,0,0,0,0,3,0.11,3,0,0,0,0,0,Matches,4f28a6ff
282,Pedro León,es ESP,MFFW,Eibar,32,1986,21.1,67,3.18,31,26,4,3,1,2,5,0.24,3,2,0,0,0,0,Matches,d66b9872
283,Sergio León,es ESP,FW,Levante,30,1989,7.5,8,1.07,3,0,0,3,1,1,1,0.13,0,0,0,1,0,0,Matches,0a0cc13c
284,Lillo,es ESP,DF,Osasuna,30,1989,2.2,3,1.38,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,476ca810
285,Diego Llorente,es ESP,DF,Real Sociedad,25,1993,25.9,14,0.54,13,0,0,0,1,0,2,0.08,1,0,0,0,1,0,Matches,bba30585
286,Marcos Llorente,es ESP,MFFW,Atlético Madrid,24,1995,15.2,27,1.78,21,0,4,0,2,0,7,0.46,3,0,2,0,2,0,Matches,02c15616
287,Stanislav Lobotka,sk SVK,MF,Celta Vigo,24,1994,15.4,26,1.69,22,0,0,1,2,1,2,0.13,2,0,0,0,0,0,Matches,e1cbb531
288,Renan Lodi,br BRA,DF,Atlético Madrid,21,1998,26.6,31,1.16,28,0,0,1,2,0,2,0.08,2,0,0,0,0,0,Matches,ed9f7cfe
289,Rony Lopes,pt POR,FWMF,Sevilla,23,1995,1.5,1,0.67,1,0,0,0,0,0,1,0.67,1,0,0,0,0,0,Matches,7c2965bb
290,Adrián López,es ESP,FWMF,Osasuna,31,1988,16.0,42,2.62,38,0,2,1,1,0,3,0.19,2,0,0,1,0,0,Matches,88a359d4
291,David López,es ESP,DFMF,Espanyol,29,1989,27.3,31,1.14,26,1,0,0,2,2,4,0.15,3,0,0,0,1,0,Matches,f03f284b
292,Diego López,es ESP,GK,Espanyol,37,1981,35.9,5,0.14,1,4,0,0,0,0,1,0.03,0,1,0,0,0,0,Matches,73683fa9
293,Javi López,es ESP,DF,Espanyol,33,1986,15.4,20,1.30,17,2,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches,ffad706e
294,Javi López,es ESP,DF,Alavés,17,2002,1.0,1,1.00,0,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches,e9ada8cf
295,Lluis López,es ESP,DF,Espanyol,22,1997,3.3,4,1.20,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,a685f013
296,Roberto López,es ESP,MFFW,Real Sociedad,19,2000,0.6,3,5.29,3,0,0,0,0,0,2,3.53,2,0,0,0,0,0,Matches,2a8c9f98
297,Unai López,es ESP,MF,Athletic Club,23,1995,19.9,48,2.42,25,21,0,0,1,1,5,0.25,4,1,0,0,0,0,Matches,88050721
298,Losada,es ESP,MFFW,Celta Vigo,17,2001,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,41521385
299,Pol Lozano,es ESP,MFFW,Espanyol,19,1999,1.9,1,0.52,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,ea610f00
300,José Luis Gayà,es ESP,DF,Valencia,24,1995,22.1,22,1.00,19,0,1,0,1,1,3,0.14,3,0,0,0,0,0,Matches,b05e2dbd
301,José Luis Morales,es ESP,FWMF,Levante,32,1987,28.0,66,2.36,51,2,7,4,2,0,6,0.21,4,0,1,1,0,0,Matches,4a478107
302,José Luis Rodríguez,pa PAN,FW,Alavés,21,1998,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,b333b014
303,Darwin Machís,ve VEN,FWMF,Granada,26,1993,23.7,84,3.55,47,18,7,5,5,2,10,0.42,6,0,0,3,0,1,Matches,ed6ea4d9
304,Lisandro Magallán,ar ARG,DF,Alavés,25,1993,13.3,5,0.38,4,1,0,0,0,0,2,0.15,2,0,0,0,0,0,Matches,01a49bd2
305,Abdallahi Mahmoud,mr MTN,MF,Alavés,19,2000,1.7,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,ab99e4a0
306,Nemanja Maksimović,rs SRB,MF,Getafe,24,1995,32.2,37,1.15,29,2,0,3,3,0,3,0.09,3,0,0,0,0,0,Matches,00b28772
307,Hugo Mallo,es ESP,DF,Celta Vigo,28,1991,21.8,28,1.28,22,2,2,0,2,0,2,0.09,1,0,1,0,0,0,Matches,cb574619
308,Aïssa Mandi,dz ALG,DF,Betis,27,1991,28.6,17,0.59,17,0,0,0,0,0,1,0.03,1,0,0,0,0,0,Matches,fbd6378b
309,Eliaquim Mangala,fr FRA,DF,Valencia,28,1991,7.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,f520049f
310,Marcelo,br BRA,DF,Real Madrid,31,1988,14.4,50,3.47,45,0,2,1,2,0,7,0.49,5,0,0,0,2,0,Matches,603116a7
311,Óscar de Marcos,es ESP,DFFW,Athletic Club,30,1989,6.0,11,1.83,7,4,0,0,0,0,1,0.17,1,0,0,0,0,0,Matches,9f323c71
312,Miguel Marí,es ESP,MF,Eibar,22,1997,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,d70a3661
313,José María Giménez,uy URU,DF,Atlético Madrid,24,1995,19.5,9,0.46,8,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches,f0da930c
314,Mariano,do DOM,FW,Real Madrid,25,1993,0.5,2,4.00,1,0,1,0,0,0,1,2.00,0,0,1,0,0,0,Matches,5c4dc0ff
315,Adrián Marín,es ESP,DF,Alavés,22,1997,9.5,11,1.16,8,2,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches,b7f2edff
316,Guillermo Maripán,cl CHI,DF,Alavés,25,1994,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,d9764034
317,Roger Martí,es ESP,FW,Levante,28,1991,25.2,41,1.63,31,0,0,0,8,2,4,0.16,1,0,0,0,3,0,Matches,0ae4e09a
318,Daniel Martín,es ESP,GK,Betis,21,1998,5.9,2,0.34,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,4df0dff8
319,Álex Martínez,es ESP,DF,Granada,28,1990,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,e1c805cf
320,Iñigo Martínez,es ESP,DF,Athletic Club,28,1991,33.0,24,0.73,11,3,1,3,5,1,3,0.09,1,1,0,0,1,0,Matches,3fc45c73
321,Javi Martínez,es ESP,MF,Osasuna,19,1999,0.1,1,9.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,3672b352
322,Pablo Martínez,es ESP,MFFW,Levante,21,1998,0.4,1,2.73,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,ecc77652
323,Jordi Masip,es ESP,GK,Valladolid,30,1989,35.0,7,0.20,4,3,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,8fae77ea
324,Jaime Mata,es ESP,FW,Getafe,30,1988,30.5,68,2.23,50,0,7,2,8,1,9,0.29,5,0,2,1,1,0,Matches,02319ad7
325,Borja Mayoral,es ESP,FW,Levante,22,1997,23.8,61,2.57,47,0,5,5,4,0,11,0.46,7,0,2,1,1,0,Matches,64e8ed6d
326,Óscar Melendo,es ESP,MFFW,Espanyol,21,1997,12.4,28,2.26,24,0,0,0,4,0,1,0.08,1,0,0,0,0,0,Matches,379652be
327,Gonzalo Melero,es ESP,MF,Levante,25,1994,13.7,19,1.38,15,0,1,1,2,0,1,0.07,1,0,0,0,0,0,Matches,3902e91b
328,Arthur Melo,br BRA,MF,Barcelona,22,1996,13.1,28,2.13,22,1,1,0,4,0,8,0.61,5,0,0,0,3,0,Matches,48b3dd60
329,Brais Méndez,es ESP,MFFW,Celta Vigo,22,1997,16.4,36,2.19,26,5,2,0,3,0,5,0.30,3,2,0,0,0,0,Matches,c9e39d91
330,Édgar Méndez,es ESP,MFFW,Alavés,29,1990,9.6,13,1.35,10,0,1,0,2,0,0,0.00,0,0,0,0,0,0,Matches,aed746df
331,Ferland Mendy,fr FRA,DF,Real Madrid,24,1995,20.1,42,2.09,32,3,3,0,3,1,7,0.35,4,0,1,0,2,0,Matches,3cefcaef
332,Fran Mérida,es ESP,MF,Osasuna,29,1990,12.9,23,1.78,18,2,0,1,1,1,2,0.16,2,0,0,0,0,0,Matches,0e50f929
333,Mikel Merino,es ESP,MF,Real Sociedad,23,1996,34.9,80,2.29,64,0,0,4,7,5,8,0.23,7,0,0,0,0,1,Matches,d080ed5e
334,Sabin Merino,es ESP,FW,Leganés,27,1992,0.9,1,1.15,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,1d5f96d9
335,Roque Mesa,es ESP,MF,Leganés,30,1989,22.4,54,2.42,37,8,3,1,4,1,7,0.31,6,0,0,0,1,0,Matches,7c4243d4
336,Lionel Messi,ar ARG,FWMF,Barcelona,32,1987,32.0,219,6.84,126,18,37,11,27,0,35,1.09,22,5,5,1,2,0,Matches,d70ce98e
337,Míchel,es ESP,MF,Valladolid,31,1988,24.2,57,2.36,38,16,0,2,0,1,5,0.21,2,2,0,0,0,1,Matches,418f8f61
338,Miguel,es ESP,FW,Valladolid,19,1999,2.6,3,1.16,2,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches,6763373d
339,Éder Militão,br BRA,DF,Real Madrid,21,1998,11.4,4,0.35,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,2784f898
340,Santi Mina,es ESP,FWMF,Celta Vigo,23,1995,21.6,49,2.27,34,1,4,5,5,0,7,0.32,3,0,1,1,2,0,Matches,0b90bb97
341,Jorge Miramón,es ESP,DF,Levante,30,1989,27.0,37,1.37,35,0,1,0,0,1,5,0.19,5,0,0,0,0,0,Matches,7f4c7c9f
