,,,,,,,,SCA,SCA,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,GCA,GCA,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,,-additional
514,Rodrigo Tarín,es ESP,DF,Leganés,23,1996,10.6,2,0.19,1,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,a03c82b2
515,Álvaro Tejero,es ESP,DF,Eibar,23,1996,16.1,26,1.62,20,2,1,0,2,1,1,0.06,1,0,0,0,0,0,Matches,868ce848
516,Cristian Tello,es ESP,MFFW,Betis,27,1991,8.7,20,2.29,16,2,1,1,0,0,0,0.00,0,0,0,0,0,0,Matches,72a99e38
517,Marc-André ter Stegen,de GER,GK,Barcelona,27,1992,36.0,6,0.17,5,1,0,0,0,0,2,0.06,1,1,0,0,0,0,Matches,6f51e382
518,David Timor,es ESP,MFDF,Getafe,29,1989,10.5,18,1.72,8,7,0,0,2,1,0,0.00,0,0,0,0,0,0,Matches,174651c8
519,Jean-Clair Todibo,fr FRA,DF,Barcelona,19,1999,0.9,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,88f130ed
520,Karl Toko Ekambi,cm CMR,FW,Villarreal,26,1992,11.0,23,2.08,15,0,4,2,1,1,5,0.45,4,0,0,1,0,0,Matches,5ceba7fc
521,Raúl de Tomás,es ESP,FW,Espanyol,24,1994,11.9,27,2.26,10,0,7,3,7,0,1,0.08,0,0,0,0,1,0,Matches,02ef8778
522,Toño,es ESP,DF,Levante,29,1989,17.7,36,2.04,30,5,1,0,0,0,4,0.23,3,1,0,0,0,0,Matches,d4ef9ac5
523,Ferrán Torres,es ESP,MFFW,Valencia,19,2000,25.0,56,2.24,39,2,11,1,2,1,8,0.32,5,0,3,0,0,0,Matches,9e1035f8
524,Óliver Torres,es ESP,MFFW,Sevilla,24,1994,17.7,41,2.31,35,1,2,1,0,2,7,0.39,5,1,0,0,0,1,Matches,58a9a4d9
525,Pau Torres,es ESP,DF,Villarreal,22,1997,33.0,17,0.51,16,0,0,1,0,0,2,0.06,2,0,0,0,0,0,Matches,532e1e4f
526,Roberto Torres,es ESP,MFFW,Osasuna,30,1989,30.2,88,2.91,56,20,3,4,4,1,10,0.33,6,3,0,0,0,1,Matches,d733aa38
527,Aleksandar Trajkovski,mk MKD,MF,Mallorca,26,1992,3.7,21,5.73,10,7,2,0,2,0,1,0.27,0,0,0,0,1,0,Matches,84bba8b6
528,Manu Trigueros,es ESP,MF,Villarreal,27,1991,17.2,63,3.67,50,5,0,3,3,2,6,0.35,6,0,0,0,0,0,Matches,963829d0
529,Kieran Trippier,eng ENG,DF,Atlético Madrid,28,1990,22.0,69,3.14,37,32,0,0,0,0,8,0.36,5,3,0,0,0,0,Matches,21512407
530,Samuel Umtiti,fr FRA,DF,Barcelona,25,1993,10.5,5,0.47,5,0,0,0,0,0,2,0.19,2,0,0,0,0,0,Matches,3eed9821
531,Enes Ünal,tr TUR,FW,Valladolid,22,1997,26.0,56,2.15,39,0,6,3,8,0,6,0.23,4,0,0,0,2,0,Matches,f8eca1b6
532,Tomáš Vaclík,cz CZE,GK,Sevilla,30,1989,32.5,4,0.12,3,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,7b456af7
533,Álvaro Vadillo,es ESP,FWMF,Granada,24,1994,13.5,39,2.88,20,14,1,0,4,0,2,0.15,0,1,0,0,1,0,Matches,61b62b33
534,Germán Valera,es ESP,FW,Atlético Madrid,17,2002,0.0,1,22.50,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,84f55b4a
535,Martin Valjent,sk SVK,DF,Mallorca,23,1995,35.4,14,0.40,12,1,0,1,0,0,1,0.03,1,0,0,0,0,0,Matches,f2c6ac01
536,Jesús Vallejo,es ESP,DF,Granada,22,1997,7.0,1,0.14,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,c2111b45
537,Manu Vallejo,es ESP,MFFW,Valencia,22,1997,4.6,11,2.37,7,0,1,1,2,0,1,0.22,1,0,0,0,0,0,Matches,0bc4e720
538,Federico Valverde,uy URU,MF,Real Madrid,21,1998,21.2,43,2.03,38,1,1,1,0,2,8,0.38,8,0,0,0,0,0,Matches,0959c2a2
539,Raphaël Varane,fr FRA,DF,Real Madrid,26,1993,31.4,11,0.35,8,1,0,2,0,0,1,0.03,1,0,0,0,0,0,Matches,9f8e9423
540,Matías Vargas,ar ARG,FWMF,Espanyol,22,1997,11.4,27,2.37,22,3,2,0,0,0,3,0.26,2,1,0,0,0,0,Matches,ce82f116
541,Franco Vázquez,ar ARG,MFFW,Sevilla,30,1989,12.2,25,2.05,21,0,1,1,2,0,3,0.25,3,0,0,0,0,0,Matches,467bae22
542,Kevin Vázquez,es ESP,DF,Celta Vigo,26,1993,14.7,17,1.15,13,1,1,0,2,0,1,0.07,1,0,0,0,0,0,Matches,ee923664
543,Lucas Vázquez,es ESP,MFFW,Real Madrid,28,1991,9.4,33,3.50,25,3,0,1,3,1,6,0.64,5,0,0,0,1,0,Matches,fd51b456
544,Koke Vegas,es ESP,GK,Levante,23,1995,2.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,bfb15d99
545,Unai Vencedor Paris,es ESP,MF,Athletic Club,18,2000,0.8,1,1.23,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,4112ace5
546,Mikel Vesga,es ESP,MF,Athletic Club,26,1993,14.1,19,1.35,13,1,0,3,1,1,3,0.21,1,0,0,1,1,0,Matches,b0fce72c
547,Rúben Vezo,pt POR,DF,Levante,25,1994,29.0,18,0.62,14,1,0,2,1,0,4,0.14,3,0,0,0,1,0,Matches,c67cd65c
548,Fede Vico,es ESP,MFFW,Granada,25,1994,9.7,26,2.67,15,7,0,1,3,0,2,0.21,2,0,0,0,0,0,Matches,f681a8ef
549,Aleix Vidal,es ESP,MF,Alavés,29,1989,24.1,71,2.95,37,19,3,2,8,2,9,0.37,4,2,0,0,2,1,Matches,04965583
550,Arturo Vidal,cl CHI,MF,Barcelona,32,1987,18.6,49,2.64,41,2,2,2,2,0,8,0.43,6,0,0,0,2,0,Matches,67cdbc0e
551,Nacho Vidal,es ESP,DF,Osasuna,24,1995,25.9,36,1.39,30,2,1,1,1,1,1,0.04,1,0,0,0,0,0,Matches,3a9c4b7b
552,Dídac Vilà,es ESP,DF,Espanyol,30,1989,27.7,35,1.26,26,4,1,3,1,0,2,0.07,1,0,0,1,0,0,Matches,bad38a94
553,Toni Villa,es ESP,MF,Valladolid,24,1995,15.0,31,2.06,22,0,5,1,2,1,3,0.20,2,0,1,0,0,0,Matches,636eae97
554,Asier Villalibre,es ESP,FW,Athletic Club,21,1997,5.9,3,0.51,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,57be54ec
555,Iván Villar,es ESP,GK,Celta Vigo,22,1997,3.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,cde52ef5
556,Juan Villar,es ESP,FW,Osasuna,31,1988,2.7,6,2.25,5,0,0,1,0,0,2,0.75,2,0,0,0,0,0,Matches,c33ee247
557,Vitolo,es ESP,MFFW,Atlético Madrid,29,1989,13.6,39,2.86,26,0,5,2,6,0,3,0.22,3,0,0,0,0,0,Matches,db750822
558,Šime Vrsaljko,hr CRO,DF,Atlético Madrid,27,1992,4.0,3,0.75,3,0,0,0,0,0,1,0.25,1,0,0,0,0,0,Matches,46a8347f
559,Nikola Vukčević,me MNE,MF,Levante,27,1991,17.4,13,0.75,10,0,0,0,1,2,3,0.17,3,0,0,0,0,0,Matches,4442fbcd
560,Moussa Wagué,sn SEN,DF,Barcelona,20,1998,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,808df563
561,Wakaso,gh GHA,MF,Alavés,29,1990,14.3,8,0.56,6,1,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches,999908af
562,Daniel Wass,dk DEN,DFMF,Valencia,30,1989,30.4,39,1.28,30,3,2,1,2,1,8,0.26,6,0,2,0,0,0,Matches,d83bbc54
563,Iñaki Williams,es ESP,FW,Athletic Club,25,1994,32.7,81,2.48,49,0,11,6,14,1,9,0.28,4,0,2,1,2,0,Matches,6a99e0b1
564,Yoel,es ESP,GK,Eibar,30,1988,3.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,61bb7498
565,Okay Yokuşlu,tr TUR,MF,Celta Vigo,25,1994,21.9,13,0.59,12,0,0,1,0,0,3,0.14,2,0,0,1,0,0,Matches,e49ce451
566,Joseba Zaldúa,es ESP,DF,Real Sociedad,27,1992,28.3,31,1.10,24,1,1,0,5,0,8,0.28,6,0,0,0,2,0,Matches,5ca20b7a
567,Andre-Frank Zambo Anguissa,cm CMR,MF,Villarreal,23,1995,28.7,57,1.99,41,0,5,5,3,3,7,0.24,2,0,1,3,0,1,Matches,6bb2c084
568,Igor Zubeldia,es ESP,MFDF,Real Sociedad,22,1997,29.3,13,0.44,12,0,0,0,0,1,1,0.03,1,0,0,0,0,0,Matches,5c7845f6
569,Martín Zubimendi,es ESP,MF,Real Sociedad,20,1999,5.8,10,1.57,9,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches,3ee0dd59
570,David Zurutuza,es ESP,MF,Real Sociedad,33,1986,1.7,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,d9bda115
