,Rk,Player,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Rk,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Rk,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Rk,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Rk,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,VAL
88,221,John Guidetti,1.3,5,3.91,4,0,1,0,0,0,0,0.00,0,0,0,0,0,0,221,1.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,221,1.3,28,38,73.7,373,114,17,22,77.3,6,8,75.0,1,2,50.0,0,0.5,0.2,-0.5,2,3,0,0,4,221,1.3,48,1,3,14,31,10,48,1,1,100.0,0,0.0,34,117,32,1,2,2,2,8,45,14,221,1.3,0,5,3,60.0,3.91,2.35,0.00,0.00,14.7,0,0,0,0.9,0.9,0.18,-0.9,-0.9,79
89,223,Gerard Gumbau,15.9,18,1.13,14,0,0,3,0,1,1,0.06,1,0,0,0,0,0,223,15.9,35,26,13,21,1,12,37,32.4,25,12,4,8,14,49,27,0,223,15.9,412,529,77.9,8119,2579,188,228,82.5,147,173,85.0,70,103,68.0,0,0.5,0.2,-0.5,5,62,2,0,49,223,15.9,647,34,172,414,66,6,647,7,6,85.7,1,14.3,329,1345,620,6,6,1,10,7,384,5,223,15.9,1,17,6,35.3,1.07,0.38,0.06,0.17,28.5,0,0,0,0.7,0.7,0.04,+0.3,+0.3,71
90,224,Jon Guridi,0.6,2,3.40,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,224,0.6,1,0,1,0,0,0,1,0.0,1,1,0,1,0,1,0,0,224,0.6,18,23,78.3,286,67,9,10,90.0,8,9,88.9,1,1,100.0,0,0.0,0.0,0.0,0,1,1,0,3,224,0.6,27,1,3,12,12,2,27,0,0,,0,,16,66,14,0,2,0,2,1,18,1,224,0.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,65
91,227,Munir El Haddadi,27.2,95,3.50,55,11,4,5,20,0,12,0.44,7,2,1,1,1,0,227,27.2,25,20,8,9,8,5,14,35.7,9,13,2,11,9,34,5,0,227,27.2,471,724,65.1,6677,1736,260,338,76.9,134,194,69.1,34,83,41.0,6,3.9,3.0,+2.1,41,33,22,6,68,227,27.2,990,6,47,403,548,92,990,51,28,54.9,23,45.1,681,3387,1260,48,42,14,90,87,779,173,227,27.2,10,62,23,37.1,2.28,0.85,0.16,0.43,17.2,5,0,0,9.1,9.1,0.15,+0.9,+0.9,77
92,230,Mario Hermoso,21.4,11,0.51,10,0,0,1,0,0,0,0.00,0,0,0,0,0,0,230,21.4,14,12,13,1,0,8,21,38.1,13,15,8,7,25,39,122,0,230,21.4,712,962,74.0,16861,6691,183,205,89.3,359,423,84.9,166,314,52.9,0,0.2,0.2,-0.2,5,52,2,0,49,230,21.4,1162,139,660,483,25,15,1162,8,5,62.5,3,37.5,617,2818,1469,7,1,1,14,4,659,2,230,21.4,1,11,3,27.3,0.51,0.14,0.09,0.33,24.8,1,0,0,1.0,1.0,0.09,0.0,0.0,73
93,239,Andrew Hjulsager,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,239,0.2,0,0,0,0,0,0,2,0.0,2,1,0,1,0,0,0,0,239,0.2,5,8,62.5,95,13,0,0,,5,7,71.4,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,0,239,0.2,10,0,2,1,7,0,10,0,0,,0,,8,59,9,1,0,0,0,0,7,4,239,0.2,0,1,0,0.0,6.43,0.00,0.00,,27.2,0,0,0,0.0,0.0,0.03,0.0,0.0,69
94,241,Asier Illarramendi,35.1,105,2.99,75,14,3,4,6,3,16,0.46,10,2,2,0,2,0,241,35.1,85,57,35,41,9,37,90,41.1,53,44,8,36,75,160,35,0,241,35.1,2229,2585,86.2,39187,13317,991,1071,92.5,981,1100,89.2,213,310,68.7,5,2.3,3.0,+2.7,34,277,29,7,305,241,35.1,2896,89,673,1843,416,19,2896,39,30,76.9,9,23.1,1877,11279,5904,71,64,3,34,24,2063,33,241,35.1,7,35,11,31.4,1.00,0.31,0.20,0.64,23.0,2,0,0,2.9,2.9,0.08,+4.1,+4.1,84
95,243,Takashi Inui,29.2,82,2.80,52,4,8,5,11,2,12,0.41,7,1,0,2,2,0,243,29.2,39,21,12,19,8,13,42,31.0,29,36,0,36,18,57,10,0,243,29.2,710,936,75.9,10659,1703,407,470,86.6,234,303,77.2,45,93,48.4,2,1.9,1.9,+0.1,26,39,17,10,68,243,29.2,1278,9,116,526,653,94,1278,87,40,46.0,47,54.0,825,5563,2602,99,56,34,68,55,924,217,243,29.2,5,64,21,32.8,2.19,0.72,0.08,0.24,19.7,0,0,0,4.6,4.6,0.07,+0.4,+0.4,80
96,244,Gorka Iraizoz,8.5,2,0.24,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,244,8.5,1,1,1,0,0,1,2,50.0,1,0,0,0,1,2,9,2,244,8.5,145,249,58.2,5497,4596,9,10,90.0,45,46,97.8,90,191,47.1,0,0.0,0.0,0.0,0,16,0,0,1,244,8.5,276,223,274,2,0,0,276,0,0,,0,,123,732,483,0,0,0,0,0,77,0,244,8.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,76
97,245,Carlos Isaac,0.7,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,245,0.7,1,0,1,0,0,1,3,33.3,2,0,0,0,2,3,1,0,245,0.7,36,44,81.8,512,135,21,24,87.5,13,14,92.9,1,3,33.3,0,0.0,0.0,0.0,0,1,1,0,1,245,0.7,50,0,9,23,18,1,50,2,1,50.0,1,50.0,29,133,47,3,1,0,0,0,31,7,245,0.7,0,1,0,0.0,1.43,0.00,0.00,,26.0,0,0,0,0.0,0.0,0.02,0.0,0.0,64
98,246,Isco,19.7,116,5.89,93,8,4,3,7,1,12,0.61,10,0,0,0,2,0,246,19.7,22,12,5,10,7,5,35,14.3,30,11,0,11,15,37,2,0,246,19.7,1387,1636,84.8,20955,5838,826,889,92.9,415,483,85.9,106,169,62.7,7,6.3,7.0,+0.7,48,159,63,13,220,246,19.7,1846,9,147,903,819,101,1846,83,58,69.9,25,30.1,1503,8888,4591,136,88,30,64,50,1609,229,246,19.7,7,49,19,38.8,2.49,0.96,0.14,0.37,19.2,2,0,0,5.4,5.4,0.11,+1.6,+1.6,89
99,248,Ander Iturraspe,21.2,53,2.51,35,16,0,0,1,1,2,0.09,2,0,0,0,0,0,248,21.2,42,31,18,22,2,10,32,31.3,22,22,7,15,35,77,57,0,248,21.2,1013,1275,79.5,19925,5809,425,494,86.0,388,467,83.1,181,263,68.8,0,2.0,2.4,-2.0,22,113,13,5,124,248,21.2,1466,75,338,879,261,2,1466,6,5,83.3,1,16.7,715,3023,1463,12,19,0,19,11,832,25,248,21.2,0,6,1,16.7,0.28,0.05,0.00,0.00,26.3,0,0,0,0.2,0.2,0.03,-0.2,-0.2,78
100,249,Ivi,19.6,58,2.96,38,7,7,2,3,1,8,0.41,4,2,0,1,1,0,249,19.6,48,34,19,23,6,21,62,33.9,41,21,1,20,15,63,15,0,249,19.6,442,674,65.6,7581,2112,223,286,78.0,128,190,67.4,62,134,46.3,3,2.6,2.7,+0.4,23,41,28,8,82,249,19.6,908,18,140,359,429,43,907,66,33,50.0,33,50.0,564,4117,2129,62,49,14,47,57,608,119,249,19.6,4,38,9,23.7,1.94,0.46,0.08,0.33,23.7,6,1,1,2.7,1.9,0.05,+1.3,+1.1,75
101,250,Adnan Januzaj,17.5,89,5.10,46,6,21,7,9,0,11,0.63,8,0,2,1,0,0,250,17.5,16,11,2,8,6,5,18,27.8,13,12,0,12,11,27,5,0,250,17.5,407,552,73.7,6423,2055,237,263,90.1,113,144,78.5,35,84,41.7,5,5.5,3.6,-0.5,35,38,23,4,68,250,17.5,825,7,58,316,461,95,825,125,67,53.6,58,46.4,646,4728,2549,104,51,44,51,60,677,156,250,17.5,3,60,14,23.3,3.43,0.80,0.05,0.21,18.7,5,0,0,6.3,6.3,0.12,-3.3,-3.3,78
102,251,Jason,19.8,58,2.92,37,5,5,2,6,3,3,0.15,3,0,0,0,0,0,251,19.8,32,25,11,14,7,11,38,28.9,27,14,1,13,20,52,8,0,251,19.8,370,576,64.2,5332,1449,216,273,79.1,108,166,65.1,27,58,46.6,2,2.7,2.6,-0.7,26,21,28,12,55,251,19.8,793,18,111,315,378,57,793,71,25,35.2,46,64.8,502,2677,1210,48,27,20,42,36,544,137,251,19.8,1,33,10,30.3,1.66,0.50,0.03,0.10,18.4,2,0,0,2.6,2.6,0.08,-1.6,-1.6,74
103,254,Jony,2.4,11,4.56,4,4,2,0,1,0,0,0.00,0,0,0,0,0,0,254,2.4,3,2,2,0,1,0,4,0.0,4,1,0,1,2,5,1,0,254,2.4,53,107,49.5,909,372,29,39,74.4,14,31,45.2,9,26,34.6,0,0.3,0.4,-0.3,5,6,5,2,10,254,2.4,138,2,17,37,86,7,138,16,5,31.3,11,68.8,100,582,281,11,7,3,6,8,96,29,254,2.4,0,5,2,40.0,2.07,0.83,0.00,0.00,20.0,1,0,0,0.3,0.3,0.06,-0.3,-0.3,75
104,257,Jozabed,16.4,49,2.99,43,1,2,1,0,2,5,0.31,4,0,0,0,0,1,257,16.4,18,12,7,9,2,3,18,16.7,15,18,2,16,16,34,19,0,257,16.4,763,888,85.9,13360,3475,348,382,91.1,298,331,90.0,89,114,78.1,4,2.4,1.3,+1.6,21,90,11,1,111,257,16.4,1004,29,147,629,236,25,1004,10,6,60.0,4,40.0,653,2795,1199,24,25,1,20,16,785,60,257,16.4,0,18,5,27.8,1.10,0.31,0.00,0.00,17.3,1,0,0,1.7,1.7,0.10,-1.7,-1.7,77
105,258,Juanfran,34.0,64,1.88,52,6,4,1,1,0,3,0.09,2,1,0,0,0,0,258,34.0,64,44,38,22,4,35,65,53.8,30,29,11,18,63,127,121,0,258,34.0,1335,1869,71.4,22134,10014,682,785,86.9,478,644,74.2,129,312,41.3,1,3.9,3.4,-2.9,31,130,41,27,157,258,34.0,2246,145,693,999,588,35,2246,72,47,65.3,25,34.7,1107,6657,3670,96,65,6,21,22,1242,164,258,34.0,0,24,7,29.2,0.71,0.21,0.00,0.00,23.4,0,0,0,1.3,1.3,0.05,-1.3,-1.3,74
106,258,Juanfran,34.0,64,1.88,52,6,4,1,1,0,3,0.09,2,1,0,0,0,0,258,34.0,64,44,38,22,4,35,65,53.8,30,29,11,18,63,127,121,0,258,34.0,1335,1869,71.4,22134,10014,682,785,86.9,478,644,74.2,129,312,41.3,1,3.9,3.4,-2.9,31,130,41,27,157,258,34.0,2246,145,693,999,588,35,2246,72,47,65.3,25,34.7,1107,6657,3670,96,65,6,21,22,1242,164,258,34.0,0,24,7,29.2,0.71,0.21,0.00,0.00,23.4,0,0,0,1.3,1.3,0.05,-1.3,-1.3,80
107,259,Juanfran,14.5,20,1.38,17,1,1,0,0,1,4,0.28,3,0,0,0,0,1,259,14.5,33,24,21,9,3,21,32,65.6,11,14,4,10,26,59,35,0,259,14.5,536,681,78.7,7751,3154,323,363,89.0,175,228,76.8,21,48,43.8,1,1.8,1.5,-0.8,7,28,13,3,44,259,14.5,824,60,270,310,250,15,824,14,7,50.0,7,50.0,411,2016,1122,33,21,5,13,13,451,83,259,14.5,0,3,0,0.0,0.21,0.00,0.00,,27.5,0,0,0,0.1,0.1,0.03,-0.1,-0.1,74
108,259,Juanfran,14.5,20,1.38,17,1,1,0,0,1,4,0.28,3,0,0,0,0,1,259,14.5,33,24,21,9,3,21,32,65.6,11,14,4,10,26,59,35,0,259,14.5,536,681,78.7,7751,3154,323,363,89.0,175,228,76.8,21,48,43.8,1,1.8,1.5,-0.8,7,28,13,3,44,259,14.5,824,60,270,310,250,15,824,14,7,50.0,7,50.0,411,2016,1122,33,21,5,13,13,451,83,259,14.5,0,3,0,0.0,0.21,0.00,0.00,,27.5,0,0,0,0.1,0.1,0.03,-0.1,-0.1,80
109,261,Juanmi,16.5,22,1.33,16,0,0,3,3,0,5,0.30,3,0,0,1,1,0,261,16.5,22,13,7,12,3,4,22,18.2,18,11,0,11,10,32,6,0,261,16.5,286,356,80.3,3729,508,188,218,86.2,62,76,81.6,15,19,78.9,2,0.8,0.8,+1.2,9,7,8,1,15,261,16.5,530,7,67,225,245,71,530,27,11,40.7,16,59.3,335,1552,583,21,14,12,54,24,397,100,261,16.5,8,38,13,34.2,2.30,0.79,0.21,0.62,14.3,0,0,0,5.2,5.2,0.14,+2.8,+2.8,77
110,262,Juanpe,34.1,31,0.91,22,3,0,4,1,1,3,0.09,2,0,0,0,1,0,262,34.1,48,30,28,20,0,30,43,69.8,13,27,19,8,53,101,137,0,262,34.1,1029,1348,76.3,23202,9993,290,332,87.3,520,602,86.4,202,376,53.7,1,0.9,0.8,+0.1,7,86,3,0,103,262,34.1,1647,148,872,707,75,42,1647,4,4,100.0,0,0.0,770,3255,1568,3,4,0,9,5,941,4,262,34.1,5,23,11,47.8,0.68,0.32,0.22,0.45,13.0,1,0,0,2.1,2.1,0.09,+2.9,+2.9,77
111,264,David Juncà,10.0,23,2.30,12,7,0,0,3,1,3,0.30,3,0,0,0,0,0,264,10.0,15,13,9,6,0,7,19,36.8,12,7,1,6,11,26,25,0,264,10.0,447,643,69.5,8720,3244,163,196,83.2,207,280,73.9,70,142,49.3,2,1.6,1.1,+0.4,15,60,18,12,61,264,10.0,723,24,153,376,199,2,723,13,10,76.9,3,23.1,384,1984,1133,27,24,2,11,3,413,36,264,10.0,0,3,0,0.0,0.30,0.00,0.00,,29.6,0,0,0,0.1,0.1,0.02,-0.1,-0.1,76
112,267,Keko,13.4,32,2.38,23,1,4,1,3,0,2,0.15,2,0,0,0,0,0,267,13.4,38,23,17,13,8,15,47,31.9,32,25,3,22,13,51,9,0,267,13.4,271,395,68.6,4039,1025,164,197,83.2,74,113,65.5,20,42,47.6,2,1.8,1.1,+0.2,14,18,11,7,29,267,13.4,548,9,117,210,229,29,548,18,10,55.6,8,44.4,337,1580,819,24,15,7,20,30,350,76,267,13.4,0,18,5,27.8,1.34,0.37,0.00,0.00,20.2,0,0,0,1.3,1.3,0.07,-1.3,-1.3,75
113,268,Kike,27.3,64,2.34,35,0,2,8,18,1,2,0.07,1,0,0,1,0,0,268,27.3,14,8,1,7,6,2,11,18.2,9,15,1,14,10,24,14,0,268,27.3,501,709,70.7,6144,781,317,401,79.1,120,174,69.0,14,35,40.0,1,0.6,0.8,+0.4,14,20,6,1,41,268,27.3,995,13,53,386,567,140,995,30,13,43.3,17,56.7,658,2829,852,32,25,14,103,45,783,183,268,27.3,8,71,26,36.6,2.60,0.95,0.11,0.31,12.9,0,0,0,9.4,9.4,0.13,-1.4,-1.4,65
114,269,Simon Kjær,17.5,7,0.40,6,0,0,1,0,0,0,0.00,0,0,0,0,0,0,269,17.5,35,24,25,8,2,13,22,59.1,9,16,10,6,32,67,109,0,269,17.5,666,790,84.3,13037,4594,254,277,91.7,307,354,86.7,94,140,67.1,0,0.1,0.1,-0.1,2,34,2,0,34,269,17.5,1004,119,567,418,24,19,1004,1,1,100.0,0,0.0,510,1988,881,1,2,1,4,0,583,3,269,17.5,2,9,2,22.2,0.52,0.11,0.22,1.00,8.0,0,0,0,1.4,1.4,0.16,+0.6,+0.6,79
115,270,Koke,30.6,103,3.36,67,28,2,4,1,1,13,0.42,11,1,0,0,1,0,270,30.6,75,45,31,32,12,27,95,28.4,68,40,3,37,24,99,38,0,270,30.6,1729,2153,80.3,28200,9343,901,989,91.1,547,652,83.9,189,349,54.2,4,6.7,6.5,-2.7,51,198,40,4,237,270,30.6,2436,47,396,1354,707,31,2436,27,20,74.1,7,25.9,1368,5816,2757,42,42,3,40,59,1762,114,270,30.6,4,29,14,48.3,0.95,0.46,0.14,0.29,21.3,1,0,0,2.3,2.3,0.08,+1.7,+1.7,85
116,271,Geoffrey Kondogbia,29.0,65,2.24,54,0,6,1,2,2,8,0.28,7,0,1,0,0,0,271,29.0,88,57,38,43,7,23,68,33.8,45,46,14,32,62,150,66,0,271,29.0,1355,1559,86.9,24809,6908,589,653,90.2,567,630,90.0,173,222,77.9,4,2.7,1.5,+1.3,22,158,15,0,182,271,29.0,1903,103,461,1243,226,23,1903,64,55,85.9,9,14.1,1262,6540,3215,47,29,8,37,62,1313,33,271,29.0,4,28,7,25.0,0.96,0.24,0.14,0.57,21.4,0,0,0,2.0,2.0,0.07,+2.0,+2.0,82
117,277,Toni Kroos,25.1,134,5.33,81,40,4,3,5,1,16,0.64,12,3,1,0,0,0,277,25.1,55,35,19,29,7,22,59,37.3,37,20,2,18,16,71,10,1,277,25.1,1982,2235,88.7,36218,11344,920,965,95.3,736,810,90.9,277,377,73.5,7,5.7,6.1,+1.3,64,251,34,7,274,277,25.1,2406,21,327,1417,686,33,2406,32,24,75.0,8,25.0,1566,8127,4316,71,60,6,19,15,1882,64,277,25.1,5,41,17,41.5,1.63,0.68,0.12,0.29,23.0,0,0,0,2.4,2.4,0.06,+2.6,+2.6,90
118,279,Alberto de la Bella,17.0,27,1.59,22,2,2,0,1,0,1,0.06,1,0,0,0,0,0,279,17.0,36,22,25,10,1,16,28,57.1,12,19,5,14,21,57,54,0,279,17.0,852,1072,79.5,14170,4868,450,501,89.8,312,387,80.6,77,147,52.4,1,1.1,2.0,-0.1,16,56,29,22,59,279,17.0,1246,57,398,547,311,17,1246,16,9,56.3,7,43.8,653,2634,1395,38,27,2,20,7,768,101,279,17.0,0,6,1,16.7,0.35,0.06,0.00,0.00,20.0,0,0,0,0.2,0.2,0.04,-0.2,-0.2,75
119,284,Borja Lasso,0.6,1,1.70,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,284,0.6,4,1,2,2,0,1,2,50.0,1,3,0,3,0,4,0,0,284,0.6,26,35,74.3,460,96,17,22,77.3,5,6,83.3,4,5,80.0,0,0.1,0.1,-0.1,1,2,1,0,5,284,0.6,44,0,4,36,4,0,44,2,1,50.0,1,50.0,22,78,15,1,0,0,1,0,30,2,284,0.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,71
120,285,Toni Lato,8.9,10,1.13,9,0,1,0,0,0,2,0.23,2,0,0,0,0,0,285,8.9,30,16,22,6,2,16,27,59.3,11,9,3,6,9,39,23,0,285,8.9,317,411,77.1,5293,2019,145,171,84.8,148,176,84.1,18,43,41.9,1,1.3,0.8,-0.3,6,25,2,1,28,285,8.9,498,29,178,230,94,12,498,9,8,88.9,1,11.1,244,1029,486,9,9,2,5,7,242,26,285,8.9,0,1,0,0.0,0.11,0.00,0.00,,17.1,0,0,0,0.1,0.1,0.05,-0.1,-0.1,75
121,287,Iñigo Lekue,23.5,53,2.26,40,4,5,1,1,2,1,0.04,1,0,0,0,0,0,287,23.5,71,42,37,26,8,34,53,64.2,19,29,3,26,16,87,46,1,287,23.5,922,1231,74.9,15319,4906,472,545,86.6,344,444,77.5,83,166,50.0,1,1.4,1.7,-0.4,19,74,30,14,109,287,23.5,1498,64,338,738,449,30,1498,75,43,57.3,32,42.7,784,5350,2691,81,53,12,26,19,826,147,287,23.5,0,18,5,27.8,0.77,0.21,0.00,0.00,26.7,0,0,0,0.5,0.5,0.03,-0.5,-0.5,75
122,295,Diego Llorente,25.8,11,0.43,11,0,0,0,0,0,1,0.04,1,0,0,0,0,0,295,25.8,30,22,16,13,1,18,29,62.1,11,41,18,23,43,73,96,0,295,25.8,1360,1532,88.8,27297,8582,459,498,92.2,690,733,94.1,194,268,72.4,0,0.0,0.2,0.0,0,81,4,0,89,295,25.8,1788,140,840,913,47,23,1788,18,16,88.9,2,11.1,1066,6575,4100,26,14,1,9,11,1213,5,295,25.8,3,22,7,31.8,0.85,0.27,0.14,0.43,14.3,0,0,0,2.3,2.3,0.10,+0.7,+0.7,76
123,296,Marcos Llorente,6.1,11,1.81,8,0,2,0,0,1,0,0.00,0,0,0,0,0,0,296,6.1,15,8,7,8,0,6,11,54.5,5,7,0,7,5,20,8,0,296,6.1,401,430,93.3,7029,1568,160,169,94.7,193,201,96.0,33,38,86.8,0,0.2,0.2,-0.2,3,42,1,0,46,296,6.1,476,14,127,287,64,0,476,9,7,77.8,2,22.2,351,1868,720,8,6,0,2,5,353,4,296,6.1,0,6,0,0.0,0.99,0.00,0.00,,26.4,0,0,0,0.2,0.2,0.04,-0.2,-0.2,79
124,297,Stanislav Lobotka,34.0,41,1.21,36,0,3,1,1,0,1,0.03,1,0,0,0,0,0,297,34.0,64,45,24,35,5,23,65,35.4,42,25,9,16,39,103,22,0,297,34.0,1888,2087,90.5,33434,10037,854,926,92.2,772,838,92.1,217,244,88.9,0,0.6,1.1,-0.6,10,188,12,2,205,297,34.0,2296,57,604,1485,239,5,2296,48,44,91.7,4,8.3,1476,7785,3402,32,35,2,34,33,1675,28,297,34.0,0,8,3,37.5,0.24,0.09,0.00,0.00,26.8,0,0,0,0.2,0.2,0.03,-0.2,-0.2,78
125,310,Anthony Lozano,5.2,9,1.72,6,0,3,0,0,0,1,0.19,1,0,0,0,0,0,310,5.2,9,5,2,7,0,1,5,20.0,4,3,0,3,3,12,2,0,310,5.2,81,129,62.8,1179,271,48,62,77.4,29,45,64.4,2,8,25.0,0,0.3,0.8,-0.3,4,4,2,1,11,310,5.2,195,2,16,95,88,24,195,19,11,57.9,8,42.1,111,887,501,21,12,2,10,8,138,26,310,5.2,1,16,7,43.8,3.06,1.34,0.06,0.14,16.3,0,0,0,1.4,1.4,0.09,-0.4,-0.4,74
126,314,Luisinho,29.1,49,1.68,34,3,4,3,5,0,5,0.17,4,0,1,0,0,0,314,29.1,111,77,64,40,7,65,96,67.7,31,24,4,20,55,166,113,0,314,29.1,1206,1580,76.3,19835,8603,609,680,89.6,482,614,78.5,92,212,43.4,1,2.1,2.2,-1.1,18,89,22,17,115,314,29.1,1942,96,685,858,418,20,1942,61,43,70.5,18,29.5,945,4987,2421,64,51,10,19,14,1076,87,314,29.1,1,16,4,25.0,0.55,0.14,0.06,0.25,24.4,0,0,0,0.5,0.5,0.03,+0.5,+0.5,75
127,317,Antonio Luna,22.5,27,1.20,21,5,0,0,0,1,2,0.09,2,0,0,0,0,0,317,22.5,39,26,23,13,3,24,41,58.5,17,26,9,17,36,75,68,0,317,22.5,681,997,68.3,11520,5712,343,405,84.7,248,349,71.1,66,182,36.3,2,2.1,1.5,-0.1,14,58,25,13,67,317,22.5,1194,94,443,506,261,19,1194,15,10,66.7,5,33.3,567,3006,1463,37,28,4,13,16,576,82,317,22.5,0,5,0,0.0,0.22,0.00,0.00,,19.7,1,0,0,0.2,0.2,0.05,-0.2,-0.2,74
128,319,Nemanja Maksimović,6.2,13,2.10,12,0,0,1,0,0,0,0.00,0,0,0,0,0,0,319,6.2,21,13,10,8,3,8,16,50.0,8,15,6,9,16,37,8,0,319,6.2,216,258,83.7,3422,753,113,129,87.6,80,93,86.0,17,27,63.0,0,0.4,0.2,-0.4,9,11,7,1,22,319,6.2,342,19,80,188,82,10,342,10,6,60.0,4,40.0,178,975,529,11,7,1,11,5,205,25,319,6.2,0,7,2,28.6,1.13,0.32,0.00,0.00,15.6,0,0,0,0.4,0.4,0.06,-0.4,-0.4,73
129,320,Hugo Mallo,33.3,62,1.86,53,3,2,1,1,2,6,0.18,6,0,0,0,0,0,320,33.3,84,55,55,26,3,35,53,66.0,18,30,15,15,68,152,111,1,320,33.3,1608,2187,73.5,26399,10439,818,940,87.0,628,798,78.7,126,329,38.3,5,5.3,4.6,-0.3,29,112,44,16,159,320,33.3,2554,137,794,1234,548,34,2554,34,19,55.9,15,44.1,1243,5942,3190,80,63,6,27,18,1491,182,320,33.3,0,23,8,34.8,0.69,0.24,0.00,0.00,22.9,1,0,0,1.6,1.6,0.07,-1.6,-1.6,80
130,321,Aïssa Mandi,33.6,19,0.57,15,1,0,2,0,1,1,0.03,0,0,0,1,0,0,321,33.6,54,35,27,25,2,19,34,55.9,15,39,24,15,71,125,133,3,321,33.6,1965,2146,91.6,35804,13638,827,876,94.4,943,1010,93.4,182,227,80.2,0,0.2,0.5,-0.2,4,146,2,0,129,321,33.6,2475,218,1054,1315,117,21,2475,16,13,81.3,3,18.8,1667,7026,4403,30,29,1,12,7,1794,9,321,33.6,1,14,2,14.3,0.42,0.06,0.07,0.50,11.0,0,0,0,3.3,3.3,0.23,-2.3,-2.3,79
131,324,Marcelo,25.1,126,5.02,101,11,7,2,4,1,11,0.44,10,0,0,1,0,0,324,25.1,53,37,19,23,11,22,58,37.9,36,26,2,24,30,83,23,2,324,25.1,1569,1969,79.7,24686,9969,908,975,93.1,467,593,78.8,144,285,50.5,6,6.5,7.6,-0.5,57,163,77,26,254,324,25.1,2198,54,404,944,873,90,2198,62,33,53.2,29,46.8,1449,6706,4032,98,76,32,40,18,1620,268,324,25.1,2,33,9,27.3,1.31,0.36,0.06,0.22,20.0,0,0,0,1.3,1.3,0.04,+0.7,+0.7,88
132,337,Borja Mayoral,3.8,6,1.57,5,0,0,1,0,0,2,0.52,2,0,0,0,0,0,337,3.8,6,3,0,4,2,1,5,20.0,4,3,0,3,0,6,0,0,337,3.8,101,121,83.5,1192,191,74,84,88.1,17,20,85.0,3,5,60.0,1,0.1,0.3,+0.9,2,4,3,0,11,337,3.8,159,1,8,72,83,22,159,9,7,77.8,2,22.2,112,546,224,8,4,3,7,7,121,17,337,3.8,3,15,10,66.7,3.91,2.61,0.20,0.30,10.9,0,0,0,3.1,3.1,0.21,-0.1,-0.1,75
133,343,Gabriel Mercado,23.5,21,0.89,17,1,0,1,1,1,2,0.08,1,0,0,0,1,0,343,23.5,55,37,35,18,2,36,67,53.7,31,32,20,12,42,97,83,1,343,23.5,878,1079,81.4,14111,5293,452,489,92.4,355,412,86.2,54,125,43.2,1,1.8,0.7,-0.8,9,57,8,5,67,343,23.5,1328,109,492,666,180,31,1328,7,4,57.1,3,42.9,680,2674,1496,13,17,2,14,4,756,37,343,23.5,0,18,7,38.9,0.76,0.30,0.00,0.00,14.6,0,0,0,1.4,1.4,0.08,-1.4,-1.4,79
134,344,Sabin Merino,4.2,6,1.44,2,0,0,2,2,0,1,0.24,0,0,0,0,1,0,344,4.2,7,3,2,3,2,3,8,37.5,5,6,2,4,1,8,10,0,344,4.2,61,93,65.6,786,156,40,52,76.9,15,27,55.6,2,3,66.7,0,0.1,0.1,-0.1,2,4,1,0,7,344,4.2,143,11,25,57,62,15,143,3,2,66.7,1,33.3,85,327,132,5,2,2,9,9,89,27,344,4.2,0,8,3,37.5,1.93,0.72,0.00,0.00,13.0,0,0,0,1.7,1.7,0.22,-1.7,-1.7,75
