,,,,,,,,SCA,SCA,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,GCA,GCA,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,,-additional
170,Sergio Escudero,es ESP,DFMF,Granada,31,1989,15.9,37,2.32,24,3,1,6,3,0,4,0.25,3,0,1,0,0,0,Matches,b0616e3d
171,Alfonso Espino,uy URU,DF,Cádiz,29,1992,37.0,72,1.95,52,10,2,2,1,5,4,0.11,3,0,0,0,0,1,Matches,db001fa9
172,Estanis,es ESP,FW,Barcelona,17,2003,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,ace50e9f
173,Pervis Estupiñán,ec ECU,DF,Villarreal,23,1998,17.5,25,1.43,20,3,0,2,0,0,3,0.17,3,0,0,0,0,0,Matches,d38fdf53
174,Abdessamad Ezzalzouli,ma MAR,FWDF,Barcelona,19,2001,6.4,11,1.71,6,0,2,1,1,1,1,0.16,0,0,0,1,0,0,Matches,bed68338
175,Radamel Falcao,co COL,FW,Rayo Vallecano,35,1986,9.3,14,1.50,7,0,2,3,2,0,3,0.32,0,0,0,2,1,0,Matches,66116290
176,Fali,es ESP,DFMF,Cádiz,27,1993,20.0,12,0.60,9,1,0,1,0,1,2,0.10,1,1,0,0,0,0,Matches,72a84002
177,Omar Faraj,se SWE,FW,Levante,19,2002,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,de627c8a
178,Ansu Fati,es ESP,FW,Barcelona,18,2002,3.7,10,2.68,7,0,0,0,2,1,2,0.54,1,0,0,0,1,0,Matches,0ba976e4
179,Aleix Febas,es ESP,MF,Mallorca,25,1996,1.3,2,1.54,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,38126309
180,Nabil Fekir,fr FRA,MF,Betis,28,1993,31.0,161,5.19,78,49,9,4,15,6,19,0.61,11,5,2,0,1,0,Matches,bece776f
181,Felipe,br BRA,DF,Atlético Madrid,32,1989,16.7,9,0.54,8,0,0,1,0,0,1,0.06,1,0,0,0,0,0,Matches,51a3c4c8
182,João Félix,pt POR,FWMF,Atlético Madrid,21,1999,14.0,44,3.14,30,1,5,2,5,1,10,0.71,8,0,1,0,0,1,Matches,8aafd64f
183,Aitor Fernández,es ESP,GK,Levante,30,1991,13.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,a01c3d54
184,Álex Fernández,es ESP,MF,Cádiz,28,1992,22.8,38,1.67,26,7,0,3,0,2,2,0.09,2,0,0,0,0,0,Matches,aa677a35
185,Fernando,br BRA,MFDF,Sevilla,34,1987,20.6,23,1.12,21,1,1,0,0,0,3,0.15,2,1,0,0,0,0,Matches,41f32541
186,Fidel,es ESP,MFFW,Elche,31,1989,25.1,72,2.87,54,13,2,0,1,2,10,0.40,9,1,0,0,0,0,Matches,eb82b6f1
187,José Fontán,es ESP,DF,Celta Vigo,21,2000,3.1,2,0.65,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,1827a42d
188,Dimitri Foulquier,fr FRA,DF,Valencia,28,1993,26.0,23,0.88,15,2,1,1,4,0,4,0.15,1,1,0,0,2,0,Matches,45e17712
189,Dimitri Foulquier,fr FRA,DF,Granada,28,1993,2.0,2,1.00,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,45e17712
190,Juan Foyth,ar ARG,DF,Villarreal,23,1998,21.4,27,1.26,26,0,1,0,0,0,1,0.05,1,0,0,0,0,0,Matches,6c7762c3
191,Enric Franquesa,es ESP,DF,Levante,24,1997,6.9,7,1.01,7,0,0,0,0,0,1,0.14,1,0,0,0,0,0,Matches,40883e3a
192,Jorge de Frutos,es ESP,MFFW,Levante,24,1997,19.6,51,2.61,31,3,10,4,2,1,11,0.56,7,0,2,1,0,1,Matches,38ce1150
193,Javi Galán,es ESP,DF,Celta Vigo,26,1994,36.6,51,1.39,40,3,3,0,3,2,4,0.11,4,0,0,0,0,0,Matches,a4b00319
194,Iñigo Ruiz de Galarreta,es ESP,MF,Mallorca,27,1993,15.3,28,1.83,22,1,1,1,2,1,1,0.07,1,0,0,0,0,0,Matches,91f7631f
195,Thiago Galhardo,br BRA,FWMF,Celta Vigo,32,1989,12.8,25,1.96,20,0,0,4,1,0,4,0.31,4,0,0,0,0,0,Matches,766f48dd
196,Álvaro García,es ESP,FW,Rayo Vallecano,28,1992,33.3,86,2.58,67,5,3,5,4,2,7,0.21,4,1,0,1,0,1,Matches,90bbd822
197,Dani García,es ESP,MF,Athletic Club,31,1990,24.2,28,1.16,26,0,0,0,0,2,1,0.04,1,0,0,0,0,0,Matches,240d3a0b
198,David García,es ESP,DF,Osasuna,27,1994,34.5,19,0.55,15,2,0,2,0,0,0,0.00,0,0,0,0,0,0,Matches,3e42f707
199,Eric García,es ESP,DF,Barcelona,20,2001,22.7,23,1.02,22,0,0,1,0,0,1,0.04,1,0,0,0,0,0,Matches,2bed3eab
200,Francisco Garcia,es ESP,DF,Rayo Vallecano,21,1999,33.6,52,1.55,40,8,1,2,0,1,1,0.03,1,0,0,0,0,0,Matches,7226539b
201,Joan García,es ESP,GK,Espanyol,20,2001,1.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,87b498b0
202,Manu García,es ESP,MF,Alavés,23,1998,12.0,37,3.09,20,12,2,1,1,1,3,0.25,1,1,1,0,0,0,Matches,6ed1a2a2
203,Raúl García,es ESP,FW,Athletic Club,35,1986,20.0,42,2.10,30,0,2,5,4,1,5,0.25,5,0,0,0,0,0,Matches,b418dbd4
204,Rubén García,es ESP,FWMF,Osasuna,28,1993,26.4,89,3.37,47,28,2,7,1,4,10,0.38,6,2,0,1,0,1,Matches,5c96b017
205,Saúl García,es ESP,FW,Alavés,26,1994,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,dafa5038
206,Unai García,es ESP,DF,Osasuna,29,1992,15.6,5,0.32,4,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,4a633cfe
207,Mario Gaspar,es ESP,DF,Villarreal,30,1990,6.9,7,1.01,5,0,0,1,0,1,1,0.14,0,0,0,1,0,0,Matches,fb5d47b3
208,Óscar Gil,es ESP,DF,Espanyol,23,1998,18.8,20,1.07,16,4,0,0,0,0,2,0.11,2,0,0,0,0,0,Matches,6652cf96
209,Mario Gila,es ESP,DF,Real Madrid,20,2000,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,9c435456
210,Dani Gómez,es ESP,FW,Levante,23,1998,11.8,29,2.46,19,0,1,5,4,0,6,0.51,4,0,0,0,2,0,Matches,0e5ddc7c
211,Maxi Gómez,uy URU,FW,Valencia,24,1996,21.7,51,2.35,32,0,2,2,15,0,4,0.18,1,0,1,0,2,0,Matches,4c2e9442
212,Moi Gómez,es ESP,MFFW,Villarreal,27,1994,14.3,37,2.59,29,6,2,0,0,0,6,0.42,4,1,1,0,0,0,Matches,5a626448
213,Papu Gómez,ar ARG,MFFW,Sevilla,33,1988,19.8,55,2.77,35,8,5,1,5,1,7,0.35,4,0,1,1,1,0,Matches,6e4df551
214,Sergi Gómez,es ESP,DF,Espanyol,29,1992,30.2,11,0.36,11,0,0,0,0,0,2,0.07,2,0,0,0,0,0,Matches,bc6f5f06
215,Maxime Gonalons,fr FRA,MF,Granada,32,1989,17.2,26,1.51,22,0,1,1,1,1,2,0.12,2,0,0,0,0,0,Matches,b8c1de25
216,Diego González,es ESP,DF,Elche,26,1995,19.9,4,0.20,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,4ac7608e
217,Édgar González,es ESP,DF,Betis,24,1997,16.3,9,0.55,7,0,0,1,0,1,1,0.06,0,0,0,1,0,0,Matches,49d028db
218,Giovanni González,uy URU,DF,Mallorca,26,1994,4.1,7,1.73,6,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches,1fc474ae
219,Nicolás González,es ESP,MF,Barcelona,19,2002,12.4,33,2.67,27,0,2,1,1,2,3,0.24,2,0,1,0,0,0,Matches,2c56a792
220,Peter González,do DOM,MFDF,Real Madrid,19,2002,0.3,5,16.67,3,0,1,0,1,0,0,0.00,0,0,0,0,0,0,Matches,1ccd3dae
221,Roberto González,es ESP,FWMF,Betis,20,2001,1.5,1,0.67,0,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches,56545648
222,Gori,es ESP,MF,Espanyol,19,2002,0.1,1,10.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,f3451c66
223,Andoni Gorosabel,es ESP,DF,Real Sociedad,24,1996,25.4,46,1.81,39,3,1,2,1,0,4,0.16,4,0,0,0,0,0,Matches,6f5f82c0
224,Jaume Grau,es ESP,MF,Osasuna,24,1997,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,fc3d2006
225,Dominik Greif,sk SVK,GK,Mallorca,24,1997,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,30061f53
226,Clément Grenier,fr FRA,MF,Mallorca,30,1991,0.7,1,1.50,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,8b298f56
227,Antoine Griezmann,fr FRA,FWMF,Atlético Madrid,30,1991,18.8,51,2.71,39,8,0,1,2,1,11,0.58,10,0,0,0,0,1,Matches,df69b544
228,Antoine Griezmann,fr FRA,FW,Barcelona,30,1991,2.9,5,1.71,5,0,0,0,0,0,1,0.34,1,0,0,0,0,0,Matches,df69b544
229,Arnaut Groeneveld,nl NED,FW,Villarreal,24,1997,16.4,36,2.20,21,0,9,4,1,1,8,0.49,4,0,3,1,0,0,Matches,f08490a6
230,Andrés Guardado,mx MEX,MF,Betis,34,1986,15.5,28,1.81,26,0,0,1,0,1,2,0.13,2,0,0,0,0,0,Matches,ef322658
231,Sergi Guardiola,es ESP,FW,Rayo Vallecano,30,1991,19.0,34,1.79,23,1,3,3,2,2,6,0.32,3,0,0,1,1,1,Matches,32974271
232,Nemanja Gudelj,rs SRB,MFDF,Sevilla,29,1991,11.6,8,0.69,7,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches,0076ab7f
233,Gonçalo Guedes,pt POR,FWMF,Valencia,24,1996,29.0,93,3.21,55,14,9,4,11,0,14,0.48,8,1,2,1,2,0,Matches,e6bc67d7
234,Ander Guevara,es ESP,MF,Real Sociedad,24,1997,9.6,9,0.93,9,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,8e48dc61
235,John Guidetti,se SWE,FWMF,Alavés,29,1992,3.1,10,3.23,5,0,1,0,2,2,3,0.97,1,0,0,0,1,1,Matches,99bebd12
236,Hugo Guillamón,es ESP,MFDF,Valencia,21,2000,26.2,27,1.03,23,0,0,1,2,1,3,0.11,3,0,0,0,0,0,Matches,f7c12fbf
237,Gerard Gumbau,es ESP,MF,Elche,26,1994,21.0,50,2.38,26,22,1,1,0,0,7,0.33,6,1,0,0,0,0,Matches,ac454a4f
238,Jon Guridi,es ESP,MF,Real Sociedad,26,1995,2.3,4,1.75,3,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches,4c0a6a48
239,Raúl Guti,es ESP,MF,Elche,24,1996,18.1,18,1.00,13,0,0,1,2,2,2,0.11,2,0,0,0,0,0,Matches,0b2c8585
240,Marcos Mauro López Gutiérrez,ar ARG,DF,Cádiz,30,1991,1.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,b3b62f94
241,Miguel Gutiérrez,es ESP,DF,Real Madrid,20,2001,2.9,5,1.73,5,0,0,0,0,0,2,0.69,2,0,0,0,0,0,Matches,7e98cff1
242,Munir El Haddadi,ma MAR,FWMF,Sevilla,25,1995,5.3,11,2.09,9,0,0,2,0,0,1,0.19,1,0,0,0,0,0,Matches,8696bc90
243,Varazdat Haroyan,am ARM,DF,Cádiz,28,1992,16.0,6,0.38,5,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches,be32269e
244,Eden Hazard,be BEL,FWMF,Real Madrid,30,1991,8.0,44,5.52,36,0,4,0,4,0,1,0.13,1,0,0,0,0,0,Matches,a39bb753
245,Kike Hermoso,es ESP,DF,Betis,21,1999,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,dea912dc
246,Mario Hermoso,es ESP,DF,Atlético Madrid,26,1995,20.7,23,1.11,19,3,0,1,0,0,2,0.10,2,0,0,0,0,0,Matches,555f3a0b
247,Aridane Hernández,gq EQG,DF,Osasuna,32,1989,12.9,5,0.39,3,0,1,0,0,1,0,0.00,0,0,0,0,0,0,Matches,132ac341
248,Luis Hernández,es ESP,DF,Cádiz,32,1989,15.2,14,0.92,8,6,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,02d2c436
249,Mario Hernández,es ESP,DFFW,Rayo Vallecano,22,1999,4.4,4,0.91,3,0,0,1,0,0,1,0.23,1,0,0,0,0,0,Matches,90162357
250,Héctor Herrera,mx MEX,MF,Atlético Madrid,31,1990,9.5,17,1.78,14,1,2,0,0,0,2,0.21,2,0,0,0,0,0,Matches,a8542814
251,Sergio Herrera,es ESP,GK,Osasuna,28,1993,36.0,1,0.03,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,a4995f48
252,Yangel Herrera,ve VEN,MF,Espanyol,23,1998,18.3,24,1.31,17,0,2,1,3,1,4,0.22,2,0,0,0,1,1,Matches,e778654a
253,Matthew Hoppe,us USA,FW,Mallorca,20,2001,1.5,4,2.75,4,0,0,0,0,0,1,0.69,1,0,0,0,0,0,Matches,1bc432b7
254,Robert Ibáñez,es ESP,MF,Osasuna,28,1993,1.0,5,4.84,4,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches,c7429db3
255,Vicente Iborra,es ESP,MF,Villarreal,33,1988,11.5,10,0.87,10,0,0,0,0,0,2,0.17,2,0,0,0,0,0,Matches,ad1ffcfd
256,Oussama Idrissi,ma MAR,FWMF,Sevilla,25,1996,1.4,4,2.83,1,1,1,0,1,0,1,0.71,0,0,0,0,1,0,Matches,34caa4b3
257,Oussama Idrissi,ma MAR,MF,Cádiz,25,1996,10.0,37,3.69,27,6,4,0,0,0,4,0.40,3,1,0,0,0,0,Matches,34caa4b3
258,Iglesias,es ESP,DF,Getafe,23,1998,8.0,16,2.00,10,2,1,0,3,0,1,0.13,1,0,0,0,0,0,Matches,974322dc
259,Borja Iglesias,es ESP,FW,Betis,28,1993,17.5,33,1.89,25,1,0,2,4,1,4,0.23,1,0,0,0,2,1,Matches,75645f0e
260,Asier Illarramendi,es ESP,MF,Real Sociedad,31,1990,4.2,7,1.68,6,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,5ce0b5ba
261,Nikita Iosifov,ru RUS,MF,Villarreal,20,2001,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,4c2fa917
262,Alexander Isak,se SWE,FW,Real Sociedad,21,1999,23.8,60,2.52,35,0,9,7,8,1,5,0.21,2,0,1,2,0,0,Matches,8e92be30
263,Isco,es ESP,MFFW,Real Madrid,29,1992,3.7,19,5.17,15,1,0,1,2,0,2,0.54,2,0,0,0,0,0,Matches,a0b4bb3e
264,Nicolas Jackson,sn SEN,FW,Villarreal,20,2001,1.8,5,2.73,4,0,0,0,1,0,1,0.55,0,0,0,0,1,0,Matches,9c36ed83
265,Jakub Jankto,cz CZE,DFMF,Getafe,25,1996,6.5,9,1.38,4,1,0,1,2,1,3,0.46,1,1,0,1,0,0,Matches,1ea5f91c
266,Adnan Januzaj,be BEL,FWMF,Real Sociedad,26,1995,18.1,66,3.66,34,18,5,7,2,0,6,0.33,1,0,1,3,1,0,Matches,4737cebe
267,Jason,es ESP,MFFW,Alavés,27,1994,7.5,30,3.98,14,13,2,0,1,0,3,0.40,0,2,0,0,1,0,Matches,9038c2a1
268,Jason,es ESP,MFDF,Valencia,27,1994,0.8,5,6.00,2,2,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches,9038c2a1
269,Luis Javier Suárez,co COL,FW,Granada,23,1997,31.6,64,2.03,43,0,7,6,5,3,7,0.22,5,0,0,0,1,1,Matches,eeba07f8
270,Álvaro Jiménez,es ESP,MFFW,Cádiz,26,1995,2.6,5,1.92,1,2,2,0,0,0,0,0.00,0,0,0,0,0,0,Matches,5f5501ed
271,Joaquín,es ESP,FWMF,Betis,40,1981,5.2,31,5.92,16,11,3,0,1,0,2,0.38,2,0,0,0,0,0,Matches,4c5b14d2
272,Jofre,es ESP,MFDF,Espanyol,20,2001,0.2,4,18.00,3,0,0,0,1,0,2,9.00,1,0,0,0,1,0,Matches,030ef8d6
273,Frenkie de Jong,nl NED,MF,Barcelona,24,1997,27.5,73,2.65,65,2,1,1,3,1,8,0.29,8,0,0,0,0,0,Matches,1bacc518
274,Luuk de Jong,nl NED,FW,Barcelona,30,1990,7.3,5,0.69,3,0,0,0,2,0,0,0.00,0,0,0,0,0,0,Matches,abb3bb95
275,Jens Jønsson,dk DEN,MF,Cádiz,28,1993,14.5,15,1.04,12,0,1,0,2,0,2,0.14,1,0,0,0,1,0,Matches,53520a67
276,Joan Jordán,es ESP,MF,Sevilla,27,1994,27.9,52,1.86,43,4,1,1,2,1,4,0.14,3,0,0,0,1,0,Matches,2a0c8ba4
277,Josan,es ESP,DFMF,Elche,31,1989,13.5,28,2.08,24,1,2,0,1,0,3,0.22,3,0,0,0,0,0,Matches,5b28b2f6
278,Willian José,br BRA,FW,Betis,29,1991,17.8,43,2.41,34,0,1,4,1,3,6,0.34,5,0,0,1,0,0,Matches,d87e2cae
279,Joselu,es ESP,FW,Alavés,31,1990,34.7,71,2.05,47,1,1,11,9,2,9,0.26,6,0,0,1,1,1,Matches,6265208f
280,Josema,es ESP,DF,Elche,25,1996,2.0,1,0.49,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,ed3f5f4c
281,Luka Jović,rs SRB,FW,Real Madrid,23,1997,4.1,12,2.93,8,1,1,2,0,0,3,0.73,3,0,0,0,0,0,Matches,4d8cd038
282,Miguel Juan Llambrich,es ESP,DF,Espanyol,25,1996,0.8,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,d83f09ff
283,José Juan Macías,mx MEX,FWMF,Getafe,21,1999,2.2,2,0.90,0,0,0,0,2,0,0,0.00,0,0,0,0,0,0,Matches,1f1c8a15
284,Juanmi,es ESP,FW,Betis,28,1993,23.7,46,1.94,31,0,6,1,5,3,6,0.25,4,0,1,0,1,0,Matches,84399660
285,Lago Junior,ci CIV,FWMF,Mallorca,30,1990,2.0,3,1.53,1,0,1,0,1,0,0,0.00,0,0,0,0,0,0,Matches,360d70f8
286,Vinicius Júnior,br BRA,FW,Real Madrid,21,2000,29.9,170,5.69,119,1,21,7,19,3,25,0.84,18,0,3,0,3,1,Matches,7111d552
287,Jutglà,es ESP,FW,Barcelona,22,1999,3.3,9,2.69,5,0,2,1,1,0,1,0.30,1,0,0,0,0,0,Matches,2a9f6b4d
288,Lee Kangin,kr KOR,MFFW,Mallorca,20,2001,15.7,48,3.06,28,11,4,2,3,0,3,0.19,1,1,1,0,0,0,Matches,8455ad90
289,Kike,es ESP,FW,Osasuna,31,1989,20.7,49,2.37,36,0,2,5,4,2,4,0.19,3,0,0,1,0,0,Matches,e897d8ba
290,Koba Koindredi,fr FRA,MF,Valencia,19,2001,2.0,4,1.99,3,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches,3a58d075
291,Koke,es ESP,MF,Atlético Madrid,29,1992,27.9,54,1.94,46,3,0,1,3,1,7,0.25,7,0,0,0,0,0,Matches,55126f3b
292,Luca Koleosho,ca CAN,FW,Espanyol,16,2004,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,fc076f78
293,Geoffrey Kondogbia,cf CTA,MFDF,Atlético Madrid,28,1993,20.9,23,1.10,19,0,2,0,0,2,4,0.19,3,0,0,0,0,1,Matches,cce181df
294,Jules Koundé,fr FRA,DF,Sevilla,22,1998,30.4,34,1.12,30,0,1,1,2,0,2,0.07,2,0,0,0,0,0,Matches,4d1666ff
295,Toni Kroos,de GER,MF,Real Madrid,31,1990,23.4,84,3.59,55,26,2,0,0,1,4,0.17,3,1,0,0,0,0,Matches,6ce1f46f
296,Takefusa Kubo,jp JPN,FWMF,Mallorca,20,2001,17.8,69,3.87,43,6,5,2,12,1,4,0.22,3,0,0,0,1,0,Matches,16aa3654
297,Víctor Laguardia,es ESP,DF,Alavés,31,1989,33.8,7,0.21,3,3,0,1,0,0,2,0.06,0,1,0,1,0,0,Matches,b7c99b9b
298,Diego Lainez,mx MEX,FW,Betis,21,2000,1.6,4,2.57,3,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches,bf12926c
299,Érik Lamela,ar ARG,FW,Sevilla,29,1992,11.3,35,3.10,31,1,1,0,1,1,4,0.35,4,0,0,0,0,0,Matches,abe66106
300,Latasa,es ESP,FW,Real Madrid,20,2001,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,2bea832e
301,Toni Lato,es ESP,DFMF,Valencia,23,1997,6.6,10,1.53,9,0,0,0,1,0,1,0.15,1,0,0,0,0,0,Matches,8e088e04
302,Robin Le Normand,fr FRA,DF,Real Sociedad,24,1996,37.0,6,0.16,3,1,0,2,0,0,2,0.05,2,0,0,0,0,0,Matches,9a64e67e
303,Jeremías Ledesma,ar ARG,GK,Cádiz,28,1993,38.0,5,0.13,3,1,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches,6c4776b1
304,Wu Lei,cn CHN,FWMF,Espanyol,29,1991,5.3,11,2.09,10,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches,e3fabb0a
305,Florian Lejeune,fr FRA,DF,Alavés,30,1991,30.0,10,0.33,8,1,0,0,0,1,1,0.03,1,0,0,0,0,0,Matches,6eaed4eb
306,Iñigo Lekue,es ESP,DF,Athletic Club,28,1993,21.4,32,1.50,23,6,1,1,0,1,4,0.19,2,0,1,0,0,1,Matches,59b7d823
307,Thomas Lemar,fr FRA,MF,Atlético Madrid,25,1995,16.0,62,3.87,44,7,3,5,3,0,11,0.69,7,1,1,2,0,0,Matches,4dbd0916
308,Ruben Lendinez,es ESP,DF,Valencia,18,2003,1.5,2,1.31,1,0,0,1,0,0,1,0.66,1,0,0,0,0,0,Matches,755da865
309,Clément Lenglet,fr FRA,DF,Barcelona,26,1995,9.2,6,0.65,6,0,0,0,0,0,2,0.22,2,0,0,0,0,0,Matches,4f28a6ff
310,Javier Llabrés,,FWMF,Mallorca,,,1.5,4,2.73,2,0,1,1,0,0,0,0.00,0,0,0,0,0,0,Matches,38b0cf42
311,Marcos Llorente,es ESP,DFMF,Atlético Madrid,26,1995,27.2,41,1.51,37,2,1,0,1,0,4,0.15,4,0,0,0,0,0,Matches,02c15616
312,Giovani Lo Celso,ar ARG,MFFW,Villarreal,25,1996,11.0,35,3.17,24,4,2,3,2,0,2,0.18,0,1,0,0,1,0,Matches,d7553721
313,Julen Lobete,es ESP,FWMF,Real Sociedad,20,2000,3.2,3,0.95,1,0,0,0,2,0,1,0.32,0,0,0,0,1,0,Matches,a952a529
314,Renan Lodi,br BRA,DF,Atlético Madrid,23,1998,13.1,18,1.37,17,0,0,0,1,0,2,0.15,2,0,0,0,0,0,Matches,ed9f7cfe
315,David López,es ESP,MFDF,Espanyol,31,1989,8.3,12,1.45,10,1,0,1,0,0,1,0.12,1,0,0,0,0,0,Matches,f03f284b
316,Diego López,es ESP,GK,Espanyol,39,1981,35.3,2,0.06,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,73683fa9
317,Javi López,es ESP,DF,Alavés,19,2002,5.1,6,1.17,4,1,1,0,0,0,1,0.19,1,0,0,0,0,0,Matches,e9ada8cf
318,Unai López,es ESP,MF,Rayo Vallecano,25,1995,12.9,46,3.57,30,9,2,1,3,1,2,0.16,1,1,0,0,0,0,Matches,88050721
319,Anthony Lozano,hn HON,FWMF,Cádiz,28,1993,18.6,36,1.94,20,0,3,6,6,1,9,0.48,3,0,1,2,2,1,Matches,38699c72
320,Florentino Luís,pt POR,MF,Getafe,21,1999,11.0,16,1.45,14,0,0,0,0,2,1,0.09,1,0,0,0,0,0,Matches,881cd6be
321,José Luis Gayà,es ESP,DF,Valencia,26,1995,20.8,39,1.88,33,3,0,0,1,2,8,0.38,7,0,0,0,1,0,Matches,b05e2dbd
322,José Luis Morales,es ESP,FWMF,Levante,34,1987,30.2,100,3.31,59,9,17,6,4,5,13,0.43,7,1,3,1,1,0,Matches,4a478107
323,Luismi,es ESP,FW,Sevilla,20,2001,0.1,1,6.92,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,acf5410c
324,Andriy Lunin,ua UKR,GK,Real Madrid,22,1999,2.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,3061e1ec
325,Darwin Machís,ve VEN,MFFW,Granada,28,1993,15.3,40,2.62,26,2,6,3,3,0,5,0.33,3,0,1,1,0,0,Matches,ed6ea4d9
326,Pablo Maffeo,es ESP,DF,Mallorca,24,1997,32.7,54,1.65,33,2,5,3,8,3,10,0.31,6,0,1,0,3,0,Matches,5db04597
327,Nemanja Maksimović,rs SRB,MF,Getafe,26,1995,32.6,42,1.29,35,1,1,1,2,2,1,0.03,1,0,0,0,0,0,Matches,00b28772
328,Hugo Mallo,es ESP,DF,Celta Vigo,30,1991,20.3,35,1.73,28,4,1,1,1,0,2,0.10,2,0,0,0,0,0,Matches,cb574619
329,Mickael Malsa,mq MTQ,MF,Levante,25,1995,12.7,16,1.26,15,0,0,0,1,0,2,0.16,2,0,0,0,0,0,Matches,bbc19252
330,Giorgi Mamardashvili,ge GEO,GK,Valencia,20,2000,18.0,1,0.06,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,d4b73232
331,Reinildo Mandava,mz MOZ,DF,Atlético Madrid,27,1994,14.4,10,0.69,9,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,c20bdcd7
332,Aïssa Mandi,dz ALG,DF,Villarreal,29,1991,15.3,4,0.26,2,0,0,1,1,0,1,0.07,0,0,0,1,0,0,Matches,fbd6378b
333,Maranhão,br BRA,FWMF,Valencia,24,1996,10.8,27,2.50,16,0,2,2,5,2,3,0.28,2,0,0,1,0,0,Matches,ae86d473
334,Nikola Maraš,rs SRB,DF,Rayo Vallecano,25,1995,11.6,3,0.26,2,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches,b9d0446f
335,Marcelo,br BRA,DF,Real Madrid,33,1988,5.8,14,2.40,13,0,0,0,0,1,2,0.34,2,0,0,0,0,0,Matches,603116a7
336,Iván Marcone,ar ARG,MF,Elche,31,1990,9.0,3,0.33,2,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,b14f755d
337,Óscar de Marcos,es ESP,DF,Athletic Club,32,1989,18.7,33,1.77,26,6,0,0,0,1,5,0.27,5,0,0,0,0,0,Matches,9f323c71
338,José Mari,es ESP,MF,Cádiz,33,1987,4.3,8,1.87,6,1,0,1,0,0,2,0.47,2,0,0,0,0,0,Matches,6f4c734d
339,José María Giménez,uy URU,DF,Atlético Madrid,26,1995,22.7,8,0.35,6,0,0,1,1,0,2,0.09,1,0,0,1,0,0,Matches,f0da930c
340,Mariano,do DOM,FW,Real Madrid,27,1993,3.8,10,2.63,7,0,2,0,0,1,2,0.53,1,0,0,0,0,1,Matches,5c4dc0ff
341,Mika Màrmol,es ESP,DF,Barcelona,20,2001,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,e7630876
